Table 1
Discr. variable  1;Discr. variable  2;Discr. variable  3;Discr. variable  4;Discr. variable  5;Discr. variable  6;Cont..variable..1;Cont..variable..2;Cont..variable..3;Cont..variable..4;Cont..variable..5;Cont..variable..6;Cont..variable..7;Cont..variable..8;Cont..variable..9;Cont..variable..10;Cont..variable..11;Cont..variable..12
2;1;0;0;0;0;-1.32329441683518;3.14776749654286;2.20086789194051;-0.109045481855256;1.30156416671094;2.19799245183223;0.888144721000208;-0.877016584765605;0.077241307269783;0.263548686983103;-0.122090195275152;-0.0914042751448495
2;1;0;1;0;0;-0.626053874855286;-0.00948603015359655;-0.66220544807616;-0.789474834476929;-1.16417040256639;-1.16851168097167;1.14539611949166;-0.103856809114246;0.476152273033013;0.769052341791794;-1.01826249633861;-0.762806743754468
2;1;0;0;0;0;0.158341734872094;-1.1804034992468;-0.948512782077827;-0.266067640152565;-0.689990677705368;-0.3763930614884;0.0897783118887982;1.29377816994782;0.248203149739739;0.238273504242668;0.391040719043438;-0.986607566624341
2;1;0;1;1;0;1.11704748009445;0.041892791309873;0.339870220929674;1.19947250395565;1.01705633179432;-0.673437543794627;0.320417496743206;0.490881479848337;-0.559116661923941;-0.0481785668155898;-0.591857933735834;-1.43420921236409
2;1;0;0;0;0;1.20420254784193;0.312869658107431;0.160928137178632;-0.841815553909365;-0.879662567649778;0.61375521286569;1.26071571191887;0.0448277631263995;-0.283678137944568;0.785902463618751;0.210360819635484;0.24429695915996
2;1;0;0;1;0;1.29135761558942;0.16039298387991;0.125139720428424;-0.00436404299038357;0.163532827044476;1.20784417747814;0.808308080089067;0.193512335367045;0.333684070974717;0.693226793570491;0.22481521158812;-0.650906332319532
2;1;0;1;0;0;-0.364588671612826;-0.892024292643256;-1.77164636733262;-1.78394850369322;-1.3538422925108;-1.36654133584249;-0.690846621464581;2.75088697790615;-0.825057305766094;-0.309355455133414;-0.194362155038334;-1.09850797805928
2;1;0;1;0;0;0.942737344599473;1.78956867361016;2.12929105844009;0.780746748496162;1.49123605665534;0.217695903124054;1.47361342101524;-0.520173611388054;-0.293176018081788;0.895428255493967;-0.216043742967288;0.691898604899706
2;1;0;1;0;0;1.29135761558942;1.94287354579217;1.19879222293467;2.24628689260438;1.20672822173873;1.00981452260733;1.21636202252379;-0.282278295803021;-0.0177374941024147;0.516300514387449;0.080271292061756;0.915699427769579
2;1;0;0;1;1;1.55282281883188;1.11088420968454;-0.23274444707366;2.03692401487463;1.39640011168314;-0.673437543794627;3.36308058924558;-0.103856809114246;0.97953992030566;3.17861976304656;-0.0714998234409256;0.24429695915996
1;3;0;0;1;0;0.332651870367067;0.380820924295442;0.41144705443009;0.414361712469107;2.06025172648857;1.90094796952601;1.85505514981292;-0.936490413661862;-0.0842226550629531;1.08077959559049;1.8075711304018;0.579998193464769
2;1;0;0;1;0;0.7684272091045;-0.314437681481681;-0.340109697324285;1.87990185657733;0.732548496877706;0.415725557994872;0.205097904316002;-1.08517498590251;3.97137216352989;0.701651854483969;0.636765382238256;1.69900230781413
1;2;0;1;1;0;1.11704748009445;0.737151397086997;1.41352272343592;-0.109045481855256;0.732548496877706;-0.574422716359218;0.329288234622221;-0.936490413661862;-0.0747247749257334;-0.368330881527761;-0.0787270194172436;0.24429695915996
1;1;0;1;0;0;-0.626053874855286;-0.0434608146841242;-0.0180139465724097;-0.109045481855256;0.448040661961091;1.00981452260733;-1.05454687450422;-0.31201521025115;-0.882044586589413;-1.63209001854949;-1.49525743077561;-1.43420921236409
2;1;0;0;0;0;-0.364588671612826;2.09535022001969;2.34402155894134;-0.161386201287693;0.922220386822116;0.61375521286569;-0.149731610844625;-0.787805841421217;0.846569598384584;-0.267230150566023;-0.0281366475830162;0.0204961362900871
2;1;0;0;0;0;-0.887519078097746;-0.892024292643256;-1.09166644907866;-0.684793395612056;-0.500318787760958;2.29700727926764;-1.64888631239827;1.85877954446228;-0.682589103707798;-0.713758378980367;-0.0570454314882889;-0.762806743754468
1;1;0;0;0;0;-1.06182921359272;0.0244904515038875;1.12721538943426;-0.580111956747184;-0.120975007872138;-0.475407888923809;-1.67549852603532;-1.14464881479877;-0.663593343433358;-1.61523989672253;0.405495110996074;1.5871018963792
2;1;0;1;1;0;0.855582276851987;0.211770108216424;-0.805359115076993;-0.0567047624228199;-0.974498512621983;-0.574422716359218;-0.628751456311471;0.490881479848337;-0.549618781786721;-0.899109719076887;-0.179907763085698;-1.65801003523396
2;1;0;1;0;0;-0.190278536117853;0.703174915429513;-0.44747494757491;0.466702431901544;0.448040661961091;-0.3763930614884;0.763954390693989;-0.31201521025115;1.49242544771553;0.828027768186142;0.080271292061756;0.132396547725024
2;1;0;1;0;0;-0.5388988071078;-1.4683686068731;-1.41376219983054;-1.83628922312566;-2.30220174223285;-0.3763930614884;0.320417496743206;-0.430962868043667;-0.958027627687171;-0.56210728253776;-0.562949149830561;-0.986607566624341
1;2;0;1;0;0;0.24549680261958;-0.297863539630184;0.626177554931341;0.257339554171798;1.11189227676653;-1.16851168097167;1.31394013919296;-0.639121269180571;-0.19819721670959;0.550000758041362;-0.317224486635743;0.691898604899706
2;1;0;1;1;0;1.02989241234696;1.21281026040308;0.948273305683216;3.29310128125311;3.29311901112724;1.8019331420906;0.04542462249372;-0.133593723562376;0.219709509328079;-0.208254724171676;-0.0570454314882889;-0.315205098014723
2;1;0;0;1;0;-0.5388988071078;0.330271997913416;0.697754388431757;2.24628689260438;1.11189227676653;0.514740385430281;-0.0698949699334835;-0.0443829802179881;0.343181951111936;-0.275655211479501;0.0369081162038473;0.0204961362900871
2;1;0;1;1;1;0.594117073609527;0.109844057497885;-0.948512782077827;0.100317395874489;1.01705633179432;-0.475407888923809;-0.522302601763283;0.550355308744596;-0.948529747549951;-0.654782952586019;-0.17268056710938;-1.32230880092915
2;1;0;1;1;0;1.29135761558942;-0.484316695515188;-1.12745486582887;0.833087467928598;0.542876606933296;-0.178363406617582;1.58006227556343;0.788250624329628;-0.150707816023491;1.5778581894857;-0.20881654699097;-0.874707155189405
2;1;0;0;0;0;1.37851268333691;-0.127986222723633;-0.519051781075327;0.833087467928598;0.448040661961091;0.415725557994872;1.42925973162016;0.312459993159562;0.352679831249156;1.46833239761048;0.06581690010912;0.468097782029833
2;1;0;0;1;0;1.02989241234696;2.29920401858373;0.518812304680715;1.14713178452322;0.0686968820722714;0.811784867736508;1.48248415889426;0.0448277631263995;0.276696790151398;1.1144798392444;0.34045034720921;0.132396547725024
2;3;0;0;1;0;1.02989241234696;-0.314437681481681;0.053562886928007;0.204998834739362;1.39640011168314;-0.0793485791821729;0.125261263404861;-1.53122870262445;1.61589788949938;0.0360720423191918;0.427176698925029;
1;2;0;0;1;0;0.24549680261958;1.48461532515512;1.7356184741878;1.25181322338809;1.77574389157196;-0.178363406617582;1.36716456646705;0.252986164263304;0.0677434271325632;0.988103925542227;-0.129317391251471;0.24429695915996
1;1;0;0;0;0;0.942737344599473;-0.824073026455245;-0.375898114074493;-1.73160778426078;-1.3538422925108;0.712770040301099;0.116390525525845;-0.133593723562376;-0.758572144805556;-0.503131856143412;-0.403950838351561;-0.427105509449658
2;1;0;0;0;0;0.855582276851987;0.500149314819967;0.554600721430924;-0.266067640152565;-0.310646897816548;-0.574422716359218;0.994593575548396;-0.639121269180571;-0.350163298905106;0.491025331647014;0.073044096085438;0.24429695915996
2;1;0;0;0;0;0.942737344599473;0.109844057497885;-0.590628614575743;-0.266067640152565;-0.500318787760958;1.20784417747814;0.595410370992692;1.20456742660344;-0.473635740688963;0.516300514387449;-0.331678878588379;-0.762806743754468
2;1;0;0;0;0;1.20420254784193;0.245746589873907;0.125139720428424;0.623724590198853;-0.0261390628999335;2.29700727926764;-0.344887844182969;-1.53122870262445;12.1775406020878;3.01854360569047;0.34045034720921;1.02759983920451
2;1;0;0;1;0;1.20420254784193;0.448772190483454;0.483023887930507;0.309680273604235;0.542876606933296;1.50488865978437;1.36716456646705;-1.32307030148754;0.523641673719112;1.1144798392444;0.405495110996074;1.13950025063945
2;1;0;0;1;0;1.55282281883188;-0.382388947669693;-1.02008961557824;-0.737134115044493;-0.879662567649778;3.18814072618633;1.92602105284504;-0.31201521025115;-0.701584863982238;0.962828742801793;-0.165453371133062;-0.650906332319532
1;3;0;1;0;0;0.158341734872094;0.0584652360344151;0.769331221932174;1.09479106509078;0.827384441849911;1.00981452260733;-0.61100998055344;-1.1743857292469;0.248203149739739;-1.02548563277906;0.427176698925029;1.25140066207439
2;1;0;0;1;0;0.855582276851987;0.670028328853474;0.19671655392884;1.93224257600976;0.448040661961091;-0.277378234052991;0.10751978764683;-0.282278295803021;-0.359661179042326;-0.477856673402977;-0.512358777996334;0.579998193464769
2;1;0;1;0;0;-0.451743739360313;-1.02709862706479;-0.44747494757491;1.67053897884758;1.87057983654416;2.49503693413846;-1.27631532147961;2.09667486004731;0.0202540264464643;-0.494706795229934;-0.136544587227789;-0.427105509449658
2;1;0;1;0;0;0.24549680261958;-0.70474463593072;-0.268532863823868;-0.370749079017438;0.448040661961091;-0.673437543794627;1.34942309070902;0.907198282122145;-0.331167538630667;1.13132996107136;-0.534040365925288;-0.650906332319532
1;2;0;0;0;0;-1.8462248233201;-0.602816888085225;-0.23274444707366;0.309680273604235;0.163532827044476;-1.56457099071331;-0.602139242674424;-1.97728241934638;0.723097156600727;-1.23611215561601;-0.656902697522697;-0.427105509449658
1;1;0;0;0;0;-1.23613934908769;0.262320731725405;0.268293387429257;-1.26054130936886;-1.2590063475386;-0.0793485791821729;-1.56904967148713;-1.5907025315207;-0.768070024942776;-2.50829635355122;0.318768759280256;1.02759983920451
2;1;0;0;0;0;1.55282281883188;0.516723456671465;0.626177554931341;1.77522041771245;2.24992361643298;4.27730382797582;2.17440171345748;-0.401225953595538;0.723097156600727;1.90643556511135;0.080271292061756;2.59420559929363
2;1;0;0;0;0;0.942737344599473;0.126418199349383;-0.697993864826368;-0.580111956747184;-0.689990677705368;-0.574422716359218;0.870403245242177;0.907198282122145;-0.122214175611832;0.92912849914788;-0.375042054446289;0.356197370594896
1;1;0;0;0;0;-1.67191468782513;0.00791630965238953;-0.23274444707366;0.362020993036671;1.39640011168314;2.39602210670305;0.51557373008155;-0.282278295803021;-0.378656939316766;-0.0313284449886338;-0.114862999298834;0.803799016334642
2;3;0;0;1;0;-1.41044948458267;1.06033358617556;-0.161167613573243;0.100317395874489;0.637712551905501;0.0196662482532361;-0.0965071835705308;-0.252541381354892;-0.625601822884479;-0.671633074412976;-0.548494757877924;-0.203304686579786
2;1;0;1;0;0;-1.67191468782513;-0.670768154273237;-0.948512782077827;-0.684793395612056;-0.500318787760958;0.712770040301099;-0.460207436610173;-0.609384354732442;0.105734947681442;-0.873834536336453;-0.346133270541016;-0.539005920884595
2;1;0;1;0;0;-0.80036401035026;-0.586242746233727;-0.66220544807616;-0.737134115044493;-1.16417040256639;-0.3763930614884;0.276063807348127;3.07799303683557;-0.549618781786721;0.718501976310925;-0.519585973972652;-1.21040838949421
2;1;0;0;1;0;-0.713208942602773;-1.02709862706479;-0.948512782077827;0.152658115306926;0.922220386822116;-0.3763930614884;-0.389241533578048;0.639566052088983;-0.388154819453985;-0.56210728253776;-0.440086818233152;-1.7699104466689
2;2;0;1;0;0;-0.887519078097746;-0.620219227891211;-1.09166644907866;-0.109045481855256;-0.120975007872138;0.61375521286569;0.231710117953049;1.08561976881092;-0.844053066040534;-0.107153993209937;-0.273861310777834;-0.650906332319532
2;1;0;1;1;0;-0.451743739360313;-0.738719420461248;-1.30639694957991;1.46117610111783;0.922220386822116;0.514740385430281;0.870403245242177;0.104301592022658;-0.0177374941024147;0.381499539771798;-0.68581148142797;0.24429695915996
2;1;0;0;1;0;1.55282281883188;0.364246782443944;-0.0180139465724097;-0.475430517882311;-0.310646897816548;-1.16851168097167;0.24945159371108;0.639566052088983;-0.397652699591205;-0.0397535059021118;0.30431436732762;-0.650906332319532
1;3;0;0;0;0;-1.06182921359272;-0.24648641529367;0.339870220929674;-0.423089798449875;-0.500318787760958;0.415725557994872;-1.00132244723013;-1.85833476155387;6.24136551632541;0.457325087993101;0.00799933229857455;1.36330107350932
2;2;0;1;0;0;-1.75906975557261;-0.892024292643256;-1.80743478408283;-1.26054130936886;-1.06933445759419;0.61375521286569;-1.14325425329438;0.40167073650395;-0.882044586589413;-1.48886398302036;-0.468995602138425;-0.315205098014723
1;1;0;1;0;0;0.50696200586204;-0.433767769133163;0.268293387429257;-0.213726920720129;-1.2590063475386;-1.26752650840708;0.852661769484146;-0.103856809114246;-0.407150579728425;0.271973747896581;-0.129317391251471;0.691898604899706
1;1;0;1;0;0;0.332651870367067;0.194369465537394;0.125139720428424;0.51904315133398;1.30156416671094;-0.178363406617582;0.90588619675824;-0.579647440284313;-0.103218415337392;0.179298077848321;-0.0859542153935616;0.468097782029833
2;1;0;0;0;0;0.7684272091045;-0.806670686649259;-0.87693594857741;0.309680273604235;0.922220386822116;4.77237796515287;1.46474268313623;-1.1743857292469;0.732595036737946;1.01337910828266;-0.244952526872561;-0.762806743754468
2;1;0;0;1;0;0.594117073609527;0.448772190483454;0.41144705443009;0.152658115306926;1.39640011168314;-1.16851168097167;0.506702992202535;-0.787805841421217;3.3065205539245;0.381499539771798;0.376586327090801;0.915699427769579
1;2;0;1;0;0;0.594117073609527;0.448772190483454;0.483023887930507;0.309680273604235;-0.405482842788753;-1.26752650840708;-0.48681965024722;-0.193067552458633;-0.749074264668336;-1.08446105917341;-0.216043742967288;0.468097782029833
2;1;0;1;0;0;0.594117073609527;-0.942573219025282;-1.23482011607949;-1.31288202880129;-1.2590063475386;-0.673437543794627;-0.477948912368204;-0.430962868043667;-0.692086983845018;-1.11816130282732;-0.823128204978015;-1.43420921236409
1;1;0;1;1;0;0.419806938114553;-0.111412080872135;0.268293387429257;1.30415394282053;1.39640011168314;3.18814072618633;-0.0344120184174208;-0.133593723562376;-0.445142100277304;-0.578957404364716;0.969216397148891;0.468097782029833
2;1;0;1;0;0;0.594117073609527;-0.552267961703199;-1.52112745008116;-1.31288202880129;-1.16417040256639;-0.673437543794627;0.231710117953049;0.461144565400208;-0.521125141375062;-0.107153993209937;-0.389496446398925;-1.21040838949421
1;3;0;1;0;0;-1.23613934908769;0.737151397086997;0.769331221932174;-0.109045481855256;-0.215810952844343;1.90094796952601;1.06555947858052;-0.31201521025115;0.742092916875166;0.575275940781796;-0.158226175156744;0.691898604899706
1;3;0;0;0;0;0.855582276851987;0.143818842028412;0.769331221932174;1.19947250395565;1.39640011168314;-0.3763930614884;0.0720368361307669;-0.31201521025115;-0.0557290146512938;0.010796859578757;-0.346133270541016;1.92280313068401
2;2;0;0;1;0;0.158341734872094;-1.01052448521329;0.125139720428424;-0.00436404299038357;-0.215810952844343;0.0196662482532361;0.213968642195018;-0.371489039147408;-0.397652699591205;-0.359905820614283;-0.165453371133062;0.0204961362900871
2;3;0;0;0;0;0.681272141357013;-0.92600077430074;-1.09166644907866;-0.0567047624228199;0.353204716988886;0.316710730559463;0.763954390693989;0.223249249815175;-0.473635740688963;0.221423382415712;-0.541267561901606;-0.986607566624341
1;2;0;1;1;0;1.20420254784193;0.278893176449947;1.48509955693634;1.51351682055027;2.06025172648857;-0.574422716359218;0.675247011903832;-0.0443829802179881;0.542637433993551;0.41519978342571;0.297087171351302;1.13950025063945
2;1;0;1;0;0;-0.27743360386534;-0.840647168306743;-1.23482011607949;0.780746748496162;-0.120975007872138;0.118681075688645;1.03894726494347;2.48325474787299;-0.806061545491655;1.12290490015788;0.0369081162038473;-0.762806743754468
2;1;0;1;0;0;-0.451743739360313;-1.33288017347432;-1.66428111708199;1.35649466225296;0.827384441849911;1.90094796952601;-0.0255412805384054;0.817987538777758;-0.910538227001072;-0.115579054123415;-0.0209094516066982;-0.762806743754468
2;3;0;0;0;0;-1.49760455233015;-0.993952040488752;-1.34218536633012;0.204998834739362;-0.405482842788753;1.30685900491355;-0.229568251755766;-1.26359647259128;-0.302673898219008;-1.14343648556775;0.101952879990711;0.579998193464769
2;1;0;1;1;0;0.594117073609527;0.839077447805536;0.053562886928007;0.0479766764420528;-0.310646897816548;0.811784867736508;0.329288234622221;-0.430962868043667;0.238705269602519;-0.267230150566023;0.716264537977756;0.356197370594896
1;1;0;1;0;0;-1.32329441683518;-1.33288017347432;-1.23482011607949;-0.109045481855256;0.922220386822116;0.316710730559463;-0.992451709351113;-0.639121269180571;-0.834555185903314;-1.68264038403036;-0.49067719006738;-0.539005920884595
1;2;0;1;0;0;1.02989241234696;-0.552267961703199;0.19671655392884;1.04245034565834;0.827384441849911;0.118681075688645;-0.0876364456915149;-0.995964242558121;-0.274180257807348;-0.587382465278194;-0.00645505965406148;-0.539005920884595
2;1;0;0;1;0;1.02989241234696;0.245746589873907;-0.0895907800728264;-0.0567047624228199;0.163532827044476;0.316710730559463;1.36716456646705;0.699039880985241;-0.464137860551743;0.945978620974836;0.0441353121801653;-1.21040838949421
2;1;0;1;0;0;-1.49760455233015;-1.74017367162514;-1.73585795058241;-1.15585987050398;-1.16417040256639;-0.277378234052991;0.16961495279994;1.56141039998099;-0.60660606261004;0.1877231387618;-0.360587662493652;-1.54610962379902
2;1;0;0;1;0;0.942737344599473;1.68764092576467;0.661965971681549;1.77522041771245;1.39640011168314;-1.26752650840708;-0.0255412805384054;-1.41228104483193;0.504645913444672;-0.444156429749064;1.09930592472262;-0.315205098014723
1;1;0;0;0;0;1.46566775108439;-0.0434608146841242;0.125139720428424;-1.26054130936886;-1.3538422925108;-0.475407888923809;0.852661769484146;0.639566052088983;-0.378656939316766;0.6511014890031;0.14531605584862;0.915699427769579
2;2;0;1;0;0;-0.80036401035026;-1.24835476543481;-1.30639694957991;-1.73160778426078;-2.49187363217726;-0.871467198665445;-0.699717359343596;0.817987538777758;-0.929533987275512;-1.00021045003863;-0.418405230304197;-1.09850797805928
1;2;0;1;0;0;1.02989241234696;-0.0260584748781381;0.125139720428424;0.833087467928598;0.827384441849911;0.118681075688645;0.772825128573005;-1.79886093265761;-0.416648459865645;-0.309355455133414;-0.244952526872561;0.915699427769579
2;1;0;0;0;0;1.20420254784193;0.177795323685896;0.483023887930507;-0.737134115044493;-0.784826622677573;-0.3763930614884;-0.95696875783505;1.62088422887724;-0.340665418767886;0.347799296117885;-0.317224486635743;-0.650906332319532
2;1;0;1;1;0;0.681272141357013;-0.501719035321174;-0.805359115076993;-0.423089798449875;0.732548496877706;-0.574422716359218;2.72438746195645;0.0448277631263995;0.390671351798035;2.26871318439091;-0.0281366475830162;-0.203304686579786
1;3;0;0;0;0;-0.5388988071078;0.330271997913416;0.268293387429257;0.728406029063726;1.49123605665534;-0.178363406617582;0.666376274024817;1.23430434105157;-0.141209935886272;0.777477402705272;0.0152265282748926;2.14660395355388
2;1;0;1;0;0;-1.93337989106759;-1.45138036604436;-1.66428111708199;-1.26054130936886;-0.974498512621983;-0.3763930614884;-0.965839495714066;1.35325199884408;-0.663593343433358;-1.0086355109521;-0.830355400954333;-0.986607566624341
1;3;0;0;1;0;-0.190278536117853;0.0244904515038875;0.339870220929674;0.309680273604235;1.58607200162755;-0.3763930614884;1.92602105284504;-0.0146460657698589;1.06502084154064;2.34453873261221;0.463312678806619;1.47520148494426
2;1;0;0;0;0;0.942737344599473;-0.450340213857704;-0.733782281576577;1.19947250395565;0.922220386822116;-1.06949685353626;0.329288234622221;-0.222804466906763;0.0962370675442225;-0.199829663258198;-0.288315702730471;-0.874707155189405
1;2;0;0;0;0;1.55282281883188;0.041892791309873;0.554600721430924;1.30415394282053;0.922220386822116;0.61375521286569;-1.64001557451926;-1.23385955814315;1.42594028675499;-1.14343648556775;1.05594274886471;1.25140066207439
2;1;0;0;1;0;1.37851268333691;0.703174915429513;1.09142697268405;0.728406029063726;1.39640011168314;1.70291831465519;-1.25857384572158;1.08561976881092;-0.511627261237842;-0.444156429749064;-0.476222798114743;-1.21040838949421
2;1;0;1;0;0;0.594117073609527;0.771126181617525;1.05563855593384;1.35649466225296;1.01705633179432;0.118681075688645;1.2252327604028;-0.579647440284313;-0.255184497532909;0.533150636214405;-0.0281366475830162;-1.21040838949421
1;2;0;1;1;1;1.02989241234696;-0.0260584748781381;0.125139720428424;-0.63245267617962;-0.120975007872138;-1.56457099071331;0.231710117953049;-0.341752124699279;0.960544160031221;0.0444971032326698;0.441631090877665;2.8180064221635
1;2;0;0;1;1;0.50696200586204;0.602077062665462;0.984061722433424;-0.318408359585002;0.542876606933296;-0.772452371230036;0.284934545227143;-0.817542755869346;1.65388941004826;0.608976184435709;0.00799933229857455;2.03470354211894
2;1;0;1;0;0;-0.5388988071078;1.3652869346306;1.27036905643509;-0.318408359585002;-0.405482842788753;1.40587383234896;0.879273983121193;-0.728332012524959;0.229207389465299;0.0866224078000613;-0.223270938943607;0.132396547725024
