"dist","estimator","col","relb_coef"
"norm","missForest","X",6.05524672575222
"norm","missForest","X2",3.97682067396215
"norm","micePMM","X",1.90976659692145
"norm","micePMM","X2",0.941071697458681
"norm","missForest","X",-7.43151029324737
"norm","missForest","X2",9.62443960360756
"norm","micePMM","X",-2.49402523563701
"norm","micePMM","X2",1.53621246154993
"norm","missForest","X",2.93695548188838
"norm","missForest","X2",-15.9766397597999
"norm","micePMM","X",1.1596125688301
"norm","micePMM","X2",-8.47869333928311
"norm","missForest","X",-4.5905226376585
"norm","missForest","X2",-1.82673129081011
"norm","micePMM","X",3.99910718379492
"norm","micePMM","X2",1.46144321921646
"norm","missForest","X",-1.84253764689744
"norm","missForest","X2",0.161689949448196
"norm","micePMM","X",-6.2437217183525
"norm","micePMM","X2",-1.37467637995823
"norm","missForest","X",42.249362231206
"norm","missForest","X2",-12.6942087374128
"norm","micePMM","X",-4.2749537271596
"norm","micePMM","X2",0.648682727997951
"norm","missForest","X",-9.61988538882621
"norm","missForest","X2",31.4894182484218
"norm","micePMM","X",-1.7736489540881
"norm","micePMM","X2",3.55411070507474
"norm","missForest","X",153.122132854908
"norm","missForest","X2",-17.2400973754618
"norm","micePMM","X",-24.8505445255624
"norm","micePMM","X2",2.48063207152051
"norm","missForest","X",-10.6836774536849
"norm","missForest","X2",-4.44560638599924
"norm","micePMM","X",3.60709508487
"norm","micePMM","X2",1.30771462975791
"norm","missForest","X",-0.00510958134546904
"norm","missForest","X2",-3.801600202334
"norm","micePMM","X",-0.669265904986129
"norm","micePMM","X2",-1.62579424106116
"norm","missForest","X",70.0106856270887
"norm","missForest","X2",-61.9456497910087
"norm","micePMM","X",0.444289406181676
"norm","micePMM","X2",-1.02298470184566
"norm","missForest","X",-21.8293210917117
"norm","missForest","X2",-6.45213746655792
"norm","micePMM","X",5.92147484918181
"norm","micePMM","X2",1.78274339429471
"norm","missForest","X",-4.61722210824382
"norm","missForest","X2",1.97636476780974
"norm","micePMM","X",-6.9398629024943
"norm","micePMM","X2",1.57326635455305
"norm","missForest","X",12.2928250594606
"norm","missForest","X2",234.073914401006
"norm","micePMM","X",-0.586631392836278
"norm","micePMM","X2",-3.74993371084663
"norm","missForest","X",6.05222779651467
"norm","missForest","X2",-8.08946601990936
"norm","micePMM","X",0.966843773711238
"norm","micePMM","X2",-2.28496583853504
"norm","missForest","X",34.6753633983277
"norm","missForest","X2",-25.369673623428
"norm","micePMM","X",-2.08451570210856
"norm","micePMM","X2",0.716347302692223
"norm","missForest","X",0.87715915074851
"norm","missForest","X2",2.38277389571662
"norm","micePMM","X",-1.63158656859782
"norm","micePMM","X2",-5.16973560457559
"norm","missForest","X",12.0588712663706
"norm","missForest","X2",27.215532077891
"norm","micePMM","X",-0.297032242326326
"norm","micePMM","X2",0.147911592308458
"norm","missForest","X",-39.1360014565116
"norm","missForest","X2",6.98577121024296
"norm","micePMM","X",-6.02598081455751
"norm","micePMM","X2",0.321267429386937
"norm","missForest","X",-7.34381161990567
"norm","missForest","X2",-3.84338742601674
"norm","micePMM","X",3.04198833531442
"norm","micePMM","X2",1.23933784933443
"norm","missForest","X",-3.05756398818491
