"dist","estimator","col","res"
"norm","missForest","X",-0.000793969184393228
"norm","missForest","XZ",-0.00555822900939695
"norm","rfcont10","X",-0.0101692843589917
"norm","rfcont10","XZ",-0.0272237437120185
"norm","micePMM","X",0.00133500532979047
"norm","micePMM","XZ",-0.0140186364680498
"norm","missForest","X",-0.011510238717794
"norm","missForest","XZ",-0.0107556712409134
"norm","rfcont10","X",-0.0156800728156508
"norm","rfcont10","XZ",-0.033727177671276
"norm","micePMM","X",0.00236247842984549
"norm","micePMM","XZ",-0.0185021970422522
"norm","missForest","X",0.000260081158467873
"norm","missForest","XZ",-0.00359719595003294
"norm","rfcont10","X",-0.000584459626138734
"norm","rfcont10","XZ",-0.0182911746318551
"norm","micePMM","X",0.010930903624746
"norm","micePMM","XZ",0.00159988663314969
"norm","missForest","X",-0.00912057266742983
"norm","missForest","XZ",-0.00624104413706839
"norm","rfcont10","X",-0.0115985235237054
"norm","rfcont10","XZ",-0.0333205561722115
"norm","micePMM","X",0.00447827409402257
"norm","micePMM","XZ",-0.0103552594140958
"norm","missForest","X",-0.00823604330465266
"norm","missForest","XZ",-0.00831660423436076
"norm","rfcont10","X",-0.0159721320644287
"norm","rfcont10","XZ",-0.0401192733937661
"norm","micePMM","X",0.00481894045522835
"norm","micePMM","XZ",-0.0130024864664828
"norm","missForest","X",-0.00697331189693118
"norm","missForest","XZ",-0.00639301634510181
"norm","rfcont10","X",-0.0140699424141123
"norm","rfcont10","XZ",-0.0284301622578044
"norm","micePMM","X",0.000737470446419364
"norm","micePMM","XZ",-0.00211386514220324
"norm","missForest","X",0.00149410964858454
"norm","missForest","XZ",-0.00485840362492795
"norm","rfcont10","X",0.000385867293075215
"norm","rfcont10","XZ",-0.0184679359799375
"norm","micePMM","X",0.00372238463372354
"norm","micePMM","XZ",-0.00696672779395824
"norm","missForest","X",-0.00925319168118821
"norm","missForest","XZ",-0.0134902960760624
"norm","rfcont10","X",-0.00736529885812787
"norm","rfcont10","XZ",-0.0321548349161472
"norm","micePMM","X",0.0077463214977822
"norm","micePMM","XZ",-0.0103612619727175
"norm","missForest","X",-0.00276077857405133
"norm","missForest","XZ",-0.00563751446016802
"norm","rfcont10","X",-0.0118848094221496
"norm","rfcont10","XZ",-0.0298721387722275
"norm","micePMM","X",-7.48887317517655e-05
"norm","micePMM","XZ",-0.0155071263758613
"norm","missForest","X",-0.00660018587509181
"norm","missForest","XZ",-0.00293173494538868
"norm","rfcont10","X",-0.01076480699078
"norm","rfcont10","XZ",-0.0246401969963868
"norm","micePMM","X",0.000487889228566685
"norm","micePMM","XZ",-0.00555859614769705
"norm","missForest","X",-0.00305043287343654
"norm","missForest","XZ",-0.00174912458079612
"norm","rfcont10","X",-0.0136354896709892
"norm","rfcont10","XZ",-0.0386692696756807
"norm","micePMM","X",0.0063012789459993
"norm","micePMM","XZ",-0.0150467863070923
"norm","missForest","X",-0.000123048207712251
"norm","missForest","XZ",-0.00658830304219526
"norm","rfcont10","X",-0.00775183937731638
"norm","rfcont10","XZ",-0.0226985469221729
"norm","micePMM","X",0.00630120867472583
"norm","micePMM","XZ",-0.00618628991033787
"norm","missForest","X",-0.00446877186527661
"norm","missForest","XZ",-0.00575806481938201
"norm","rfcont10","X",-0.00853548790260095
"norm","rfcont10","XZ",-0.0196192814222351
"norm","micePMM","X",0.000353356544844807
"norm","micePMM","XZ",-0.00280176779199515
"norm","missForest","X",-0.0068533045082626
"norm","missForest","XZ",-0.00927959547629442
"norm","rfcont10","X",-0.0114580951944862
"norm","rfcont10","XZ",-0.026418057651182
"norm","micePMM","X",0.00245166567560684
"norm","micePMM","XZ",-0.00974755080107037
"norm","missForest","X",-0.00117711292853684
"norm","missForest","XZ",-0.00525980023362194
"norm","rfcont10","X",-0.00854252665492217
"norm","rfcont10","XZ",-0.0266085223381701
"norm","micePMM","X",0.00415961747648552
"norm","micePMM","XZ",-0.00839876994068578
"norm","missForest","X",-0.00314359764535377
"norm","missForest","XZ",-0.0108097484394619
"norm","rfcont10","X",-0.00853134331391348
"norm","rfcont10","XZ",-0.0270748096063508
"norm","micePMM","X",0.0025716527898918
"norm","micePMM","XZ",-0.0111210646796404
"norm","missForest","X",-0.00177169121954235
"norm","missForest","XZ",-0.00364560947004333
"norm","rfcont10","X",-0.0141530063903168
"norm","rfcont10","XZ",-0.0338727383748221
"norm","micePMM","X",-0.00225420707744395
"norm","micePMM","XZ",-0.0199009018542955
"norm","missForest","X",-0.00453475024941197
"norm","missForest","XZ",-0.00385697332566903
"norm","rfcont10","X",-0.00986755931759087
"norm","rfcont10","XZ",-0.0252408644983692
"norm","micePMM","X",0.00422316532424794
"norm","micePMM","XZ",-0.00937687817622912
"norm","missForest","X",-0.0112735519518518
"norm","missForest","XZ",-0.015797342536262
"norm","rfcont10","X",-0.0141422988744653
"norm","rfcont10","XZ",-0.0370141798985509
"norm","micePMM","X",-0.00209624033845435
"norm","micePMM","XZ",-0.0231029127765678
"norm","missForest","X",-0.00135533239188312
"norm","missForest","XZ",-0.0045773289323946
"norm","rfcont10","X",-0.0104613114158816
"norm","rfcont10","XZ",-0.0272075246653666
"norm","micePMM","X",0.000983591351747526
"norm","micePMM","XZ",-0.0015968035688092
"norm","missForest","X",-0.00213622274765557
"norm","missForest","XZ",-0.00995697952448626
"norm","rfcont10","X",-0.0069650155273876
"norm","rfcont10","XZ",-0.0249910446685857
"norm","micePMM","X",0.00177259241327432
"norm","micePMM","XZ",-0.00731492380094301
"norm","missForest","X",-0.00180652303186668
"norm","missForest","XZ",-0.00462091959377409
"norm","rfcont10","X",-0.00734811370979482
"norm","rfcont10","XZ",-0.0166005927025231
"norm","micePMM","X",1.06929574812398e-05
"norm","micePMM","XZ",-0.0145176559747962
"norm","missForest","X",0.00145381612528861
"norm","missForest","XZ",-0.00322800183856209
"norm","rfcont10","X",-0.00812826045422488
"norm","rfcont10","XZ",-0.0256709490953784
"norm","micePMM","X",0.00621224916474561
"norm","micePMM","XZ",-0.00844065924383763
"norm","missForest","X",-0.00879832159931748
"norm","missForest","XZ",-0.0121792396245878
"norm","rfcont10","X",-0.0172592668514205
"norm","rfcont10","XZ",-0.0364754804846229
"norm","micePMM","X",0.00267215698943479
"norm","micePMM","XZ",-0.00944513657849366
"norm","missForest","X",-0.0012903081711152
"norm","missForest","XZ",-0.00426357592400517
"norm","rfcont10","X",-0.0061451457688283
"norm","rfcont10","XZ",-0.0188385872851822
"norm","micePMM","X",0.0014719607533058
"norm","micePMM","XZ",-0.00909958591542592
"norm","missForest","X",-0.0078598682543991
"norm","missForest","XZ",-0.0169885352259719
"norm","rfcont10","X",-0.0167428469194796
"norm","rfcont10","XZ",-0.0459626015575025
"norm","micePMM","X",0.00725733249307692
"norm","micePMM","XZ",-0.0321678578259088
"norm","missForest","X",-0.00158697511534445
"norm","missForest","XZ",-0.00978018182914331
"norm","rfcont10","X",-0.0128063164424039
"norm","rfcont10","XZ",-0.0365330052539895
"norm","micePMM","X",0.00220446881652059
"norm","micePMM","XZ",-0.00897350580626044
"norm","missForest","X",-0.0082602001789448
"norm","missForest","XZ",-0.0154800193066462
"norm","rfcont10","X",-0.0146650952821666
"norm","rfcont10","XZ",-0.0420246604275671
"norm","micePMM","X",-0.000353069361334057
"norm","micePMM","XZ",-0.0180709939779178
"norm","missForest","X",-0.00325103014562034
"norm","missForest","XZ",-0.00317951314101172
"norm","rfcont10","X",-0.0143654549135829
"norm","rfcont10","XZ",-0.0295219377238707
"norm","micePMM","X",-0.000314925771654373
"norm","micePMM","XZ",-0.0105600641177095
"norm","missForest","X",-0.00206359085874253
"norm","missForest","XZ",-0.00808456637212585
"norm","rfcont10","X",-0.00735919620930225
"norm","rfcont10","XZ",-0.0274058185478083
"norm","micePMM","X",0.00466118886713418
"norm","micePMM","XZ",-0.0061055468956519
"norm","missForest","X",-0.00548093750812162
"norm","missForest","XZ",-0.00790967385490104
"norm","rfcont10","X",-0.00628617596730685
"norm","rfcont10","XZ",-0.027066547345876
"norm","micePMM","X",-0.00092225367021781
"norm","micePMM","XZ",-0.00888898814567662
"norm","missForest","X",-0.00373366505649386
"norm","missForest","XZ",-0.00546895171401685
"norm","rfcont10","X",-0.00922619192028984
"norm","rfcont10","XZ",-0.0264881088180172
"norm","micePMM","X",0.0020897414849268
"norm","micePMM","XZ",-0.00858034438999011
"norm","missForest","X",-0.00710928903743391
"norm","missForest","XZ",-0.0102003032937384
"norm","rfcont10","X",-0.0210653916180904
"norm","rfcont10","XZ",-0.0526082223467957
"norm","micePMM","X",0.00295331298032075
"norm","micePMM","XZ",-0.0169169846678452
"norm","missForest","X",-0.00572252911237181
"norm","missForest","XZ",-0.00691794126548717
"norm","rfcont10","X",-0.0158542524164453
"norm","rfcont10","XZ",-0.0311706531148864
"norm","micePMM","X",0.00800528704447734
"norm","micePMM","XZ",-0.00432459601068413
"norm","missForest","X",-0.000942248608884921
"norm","missForest","XZ",-0.000976525216322854
"norm","rfcont10","X",-0.00503128287019539
"norm","rfcont10","XZ",-0.0211807277111513
"norm","micePMM","X",0.00292038816152163
"norm","micePMM","XZ",0.000174546943399134
"norm","missForest","X",0.000140094057376361
"norm","missForest","XZ",-0.00941427844582965
"norm","rfcont10","X",0.0004104179777078
"norm","rfcont10","XZ",-0.0225483911080943
"norm","micePMM","X",0.00696703263299203
"norm","micePMM","XZ",-0.0243136809448958
"norm","missForest","X",-0.000246388326296088
"norm","missForest","XZ",-0.00535899539226259
"norm","rfcont10","X",-0.00523197692523458
"norm","rfcont10","XZ",-0.0281498775126856
"norm","micePMM","X",0.000190645504460241
"norm","micePMM","XZ",-0.0124447865089231
"norm","missForest","X",-0.0073548045446149
"norm","missForest","XZ",-0.00942820633025709
"norm","rfcont10","X",-0.00902536831565204
"norm","rfcont10","XZ",-0.0248504545006951
"norm","micePMM","X",0.000872545127913016
"norm","micePMM","XZ",-0.0116631396765657
"norm","missForest","X",-0.00365104732974131
"norm","missForest","XZ",-0.00476605347271641
"norm","rfcont10","X",-0.00735900321762217
"norm","rfcont10","XZ",-0.019271500302419
"norm","micePMM","X",0.001689214283072
"norm","micePMM","XZ",-0.00193908052201242
"norm","missForest","X",-0.00144596373723427
"norm","missForest","XZ",-0.00932335058317335
"norm","rfcont10","X",-0.00612021006884311
"norm","rfcont10","XZ",-0.0222045197016109
"norm","micePMM","X",-0.00412088844604674
"norm","micePMM","XZ",-0.0158392559185282
"norm","missForest","X",-0.00224008137931053
"norm","missForest","XZ",-0.00554265573459722
"norm","rfcont10","X",-0.00766909404190874
