"dist","estimator","col","rel_bias"
"norm","missForest","X",-0.000920423128196513
"norm","missForest","X2",-0.00283949684650686
"norm","rfcont10","X",-0.00503697776428491
"norm","rfcont10","X2",-0.0152666651723322
"norm","rfdoove10","X",-0.0050130878997614
"norm","rfdoove10","X2",-0.0127556852670545
"norm","micePMM","X",-0.0022205739414568
"norm","micePMM","X2",-0.00675731035558869
"norm","missForest","X",-0.00231385145881036
"norm","missForest","X2",-0.00722673381384253
"norm","rfcont10","X",-0.00487088830863436
"norm","rfcont10","X2",-0.0134951282216207
"norm","rfdoove10","X",-0.00534720314338932
"norm","rfdoove10","X2",-0.0132617196295967
"norm","micePMM","X",-0.00279472380811796
"norm","micePMM","X2",-0.00830061328523646
"norm","missForest","X",-0.000766779422240682
"norm","missForest","X2",-0.00187863661585497
"norm","rfcont10","X",-0.00476784370369243
"norm","rfcont10","X2",-0.0129637875174335
"norm","rfdoove10","X",-0.00548569870503524
"norm","rfdoove10","X2",-0.0128693052103861
"norm","micePMM","X",-0.00770475439173379
"norm","micePMM","X2",-0.0196233887009047
"norm","missForest","X",0.000256376236341449
"norm","missForest","X2",-0.000340006361225442
"norm","rfcont10","X",-0.0023217080512935
"norm","rfcont10","X2",-0.00666620510780436
"norm","rfdoove10","X",-0.00325600120668834
"norm","rfdoove10","X2",-0.00781510377386851
"norm","micePMM","X",-0.00279444902074077
"norm","micePMM","X2",-0.00915275969860474
"norm","missForest","X",0.000385867324170341
"norm","missForest","X2",-0.000524341567036402
"norm","rfcont10","X",-0.00368828185990389
"norm","rfcont10","X2",-0.0100853100414784
"norm","rfdoove10","X",-0.0034922534270283
"norm","rfdoove10","X2",-0.00918569853314932
"norm","micePMM","X",-0.00268965373659136
"norm","micePMM","X2",-0.0094583370018092
"norm","missForest","X",-0.00392678567840243
"norm","missForest","X2",-0.0104730310859041
"norm","rfcont10","X",-0.00888535585726535
"norm","rfcont10","X2",-0.024003545060729
"norm","rfdoove10","X",-0.0115301877359516
"norm","rfdoove10","X2",-0.0286822987855393
"norm","micePMM","X",-0.00811100095078465
"norm","micePMM","X2",-0.0222565961868406
"norm","missForest","X",-0.00388082298160208
"norm","missForest","X2",-0.0102972472977458
"norm","rfcont10","X",-0.00650387986132683
"norm","rfcont10","X2",-0.0176764456915605
"norm","rfdoove10","X",-0.00777396565759669
"norm","rfdoove10","X2",-0.0189877696001309
"norm","micePMM","X",-0.0058812308389079
"norm","micePMM","X2",-0.0176540591740288
"norm","missForest","X",-0.00247072258402992
"norm","missForest","X2",-0.00713981519017659
"norm","rfcont10","X",-0.00575819331132732
"norm","rfcont10","X2",-0.0175560987525448
"norm","rfdoove10","X",-0.00575415642661636
"norm","rfdoove10","X2",-0.0167275751118072
"norm","micePMM","X",-0.00280163987811299
"norm","micePMM","X2",-0.0124435363676634
"norm","missForest","X",-0.00304721229459481
"norm","missForest","X2",-0.00751083785636919
"norm","rfcont10","X",-0.00508966080943196
"norm","rfcont10","X2",-0.0143509992605423
"norm","rfdoove10","X",-0.00710144286803682
"norm","rfdoove10","X2",-0.018290797718037
"norm","micePMM","X",-0.00740909847914584
"norm","micePMM","X2",-0.0185841150622212
"norm","missForest","X",-0.000962906279398767
"norm","missForest","X2",-0.00459736261883148
"norm","rfcont10","X",-0.00393653618994549
"norm","rfcont10","X2",-0.011492429779101
"norm","rfdoove10","X",-0.00370460486282564
"norm","rfdoove10","X2",-0.010777502791912
"norm","micePMM","X",-0.00597169490212202
"norm","micePMM","X2",-0.0157201286023846
"norm","missForest","X",-0.00256114251130235
"norm","missForest","X2",-0.00819362962276837
"norm","rfcont10","X",-0.00509858345201197
"norm","rfcont10","X2",-0.0155570431028588
"norm","rfdoove10","X",-0.00614653022451139
"norm","rfdoove10","X2",-0.0161985026430596
"norm","micePMM","X",-0.00778662833973387
"norm","micePMM","X2",-0.0228170514791003
"norm","missForest","X",-0.00124791607136887
"norm","missForest","X2",-0.0035798921099518
"norm","rfcont10","X",-0.00408214626139236
"norm","rfcont10","X2",-0.0120499907714027
"norm","rfdoove10","X",-0.00527102230684318
"norm","rfdoove10","X2",-0.014012596559693
"norm","micePMM","X",-0.00390843444572975
"norm","micePMM","X2",-0.0145189674241512
"norm","missForest","X",-0.00157153408850663
"norm","missForest","X2",-0.00420030066512456
"norm","rfcont10","X",-0.00402019277167265
"norm","rfcont10","X2",-0.0118935109981003
"norm","rfdoove10","X",-0.00742758731453708
"norm","rfdoove10","X2",-0.0189410063392976
"norm","micePMM","X",-0.00385813333907292
"norm","micePMM","X2",-0.00879418057187331
"norm","missForest","X",-0.00326138277882038
"norm","missForest","X2",-0.00720782918697715
"norm","rfcont10","X",-0.00589472601499763
"norm","rfcont10","X2",-0.0150823877743157
"norm","rfdoove10","X",-0.00624288362313841
"norm","rfdoove10","X2",-0.015761849576125
"norm","micePMM","X",-0.00349660191152601
"norm","micePMM","X2",-0.0130059545001788
"norm","missForest","X",-0.00109320723217621
"norm","missForest","X2",-0.00265707633139889
"norm","rfcont10","X",-0.00316418461521961
"norm","rfcont10","X2",-0.00755784480242783
"norm","rfdoove10","X",-0.00294495477013146
"norm","rfdoove10","X2",-0.00678730026000529
"norm","micePMM","X",-0.00189841876768815
"norm","micePMM","X2",-0.00781990581119041
"norm","missForest","X",-0.00668972125738698
"norm","missForest","X2",-0.0147156474116288
"norm","rfcont10","X",-0.0112550106850042
"norm","rfcont10","X2",-0.0328691116012534
"norm","rfdoove10","X",-0.0119753961172748
"norm","rfdoove10","X2",-0.0297233819934083
"norm","micePMM","X",-0.00899929279344946
"norm","micePMM","X2",-0.0315710368595901
"norm","missForest","X",-0.0013560455535403
"norm","missForest","X2",-0.0032211337675353
"norm","rfcont10","X",-0.00464734099789876
"norm","rfcont10","X2",-0.0136025674012346
"norm","rfdoove10","X",-0.00638363265181841
"norm","rfdoove10","X2",-0.0162849298951649
"norm","micePMM","X",-0.00434977535992087
"norm","micePMM","X2",-0.0149744891149975
