"","dist","estimator","col","rel_bias"
"1","norm_mix1","missForest","X",-0.0291027625272645
"2","norm_mix1","missForest","XZ",-0.0741048640057611
"3","norm_mix1","rfcont10","X",0.0305097045559455
"4","norm_mix1","rfcont10","XZ",0.00961653938041729
"5","norm_mix1","micePMM","X",-0.0530938926605701
"6","norm_mix1","micePMM","XZ",-0.064261318347651
"7","norm_mix1","missForest","X",0.0398093198225569
"8","norm_mix1","missForest","XZ",0.0029961352230341
"9","norm_mix1","rfcont10","X",0.0614941178327868
"10","norm_mix1","rfcont10","XZ",0.0662691608785209
"11","norm_mix1","micePMM","X",-0.055206783368157
"12","norm_mix1","micePMM","XZ",-0.0669561234450304
"13","norm_mix1","missForest","X",-0.000290011216226072
"14","norm_mix1","missForest","XZ",-0.0327540789351913
"15","norm_mix1","rfcont10","X",0.0377927803836744
"16","norm_mix1","rfcont10","XZ",0.053697372285608
"17","norm_mix1","micePMM","X",-0.0719856906647649
"18","norm_mix1","micePMM","XZ",-0.0938674568513082
"19","norm_mix1","missForest","X",-0.0113791482802069
"20","norm_mix1","missForest","XZ",-0.0249302482230618
"21","norm_mix1","rfcont10","X",0.0369391320746024
"22","norm_mix1","rfcont10","XZ",0.0528190716798724
"23","norm_mix1","micePMM","X",-0.103565832352089
"24","norm_mix1","micePMM","XZ",-0.107262591055092
"25","norm_mix1","missForest","X",-0.0656958411668864
"26","norm_mix1","missForest","XZ",-0.112980840606106
"27","norm_mix1","rfcont10","X",0.0103310619951711
"28","norm_mix1","rfcont10","XZ",0.00160814463378456
"29","norm_mix1","micePMM","X",-0.10805953108798
"30","norm_mix1","micePMM","XZ",-0.135392036274752
"31","norm_mix1","missForest","X",0.00414233376186268
"32","norm_mix1","missForest","XZ",-0.0474090904737572
"33","norm_mix1","rfcont10","X",0.0296969839834884
"34","norm_mix1","rfcont10","XZ",0.0198285338626942
"35","norm_mix1","micePMM","X",-0.0813183504094862
"36","norm_mix1","micePMM","XZ",-0.104274831447188
"37","norm_mix1","missForest","X",0.019121991884997
"38","norm_mix1","missForest","XZ",-0.0103651494920729
"39","norm_mix1","rfcont10","X",0.0524623193446365
"40","norm_mix1","rfcont10","XZ",0.0419512771969717
"41","norm_mix1","micePMM","X",-0.0914535137583253
"42","norm_mix1","micePMM","XZ",-0.0872403941559762
"43","norm_mix1","missForest","X",-0.0158147950030447
"44","norm_mix1","missForest","XZ",-0.0662706159340222
"45","norm_mix1","rfcont10","X",0.0142895641963934
"46","norm_mix1","rfcont10","XZ",0.00880798304430552
"47","norm_mix1","micePMM","X",-0.0709060461884983
"48","norm_mix1","micePMM","XZ",-0.0920121451106152
"49","norm_mix1","missForest","X",0.0320233986274325
"50","norm_mix1","missForest","XZ",-0.00536011262979275
"51","norm_mix1","rfcont10","X",0.065594633974511
"52","norm_mix1","rfcont10","XZ",0.0601907455587498
"53","norm_mix1","micePMM","X",-0.0591862844425407
"54","norm_mix1","micePMM","XZ",-0.074372538419484
"55","norm_mix1","missForest","X",0.0186251880506167
"56","norm_mix1","missForest","XZ",-0.0141797149063074
"57","norm_mix1","rfcont10","X",0.0522345476287984
"58","norm_mix1","rfcont10","XZ",0.0480789945151905
"59","norm_mix1","micePMM","X",-0.0604308899598983
"60","norm_mix1","micePMM","XZ",-0.0758188366148418
"61","norm_mix1","missForest","X",0.0275036035499996
"62","norm_mix1","missForest","XZ",-0.00864585868740597
"63","norm_mix1","rfcont10","X",0.0215353642103686
"64","norm_mix1","rfcont10","XZ",0.0220875741619768
"65","norm_mix1","micePMM","X",-0.082116066093185
"66","norm_mix1","micePMM","XZ",-0.0999492374382743
"67","norm_mix1","missForest","X",-0.0062234199181459
"68","norm_mix1","missForest","XZ",-0.0283542778488352
"69","norm_mix1","rfcont10","X",0.0298233592703967
"70","norm_mix1","rfcont10","XZ",0.0259501656994925
"71","norm_mix1","micePMM","X",-0.0648976352023694
"72","norm_mix1","micePMM","XZ",-0.059579369100446
"73","norm_mix1","missForest","X",-0.0189945491302194
"74","norm_mix1","missForest","XZ",-0.0310668629514311
"75","norm_mix1","rfcont10","X",0.0356990606710992
"76","norm_mix1","rfcont10","XZ",0.0414104812131422
"77","norm_mix1","micePMM","X",-0.0376831328649196
"78","norm_mix1","micePMM","XZ",-0.039061432976619
"79","norm_mix1","missForest","X",0.0134984114505388
"80","norm_mix1","missForest","XZ",-0.0317198917465211
"81","norm_mix1","rfcont10","X",0.0330845620727596
"82","norm_mix1","rfcont10","XZ",0.0265605880075219
"83","norm_mix1","micePMM","X",-0.0465699483154712
"84","norm_mix1","micePMM","XZ",-0.0609590055733555
"85","norm_mix1","missForest","X",0.028635954507916
"86","norm_mix1","missForest","XZ",-0.00165206773402449
"87","norm_mix1","rfcont10","X",0.0415526621763891
"88","norm_mix1","rfcont10","XZ",0.0445913496298458
"89","norm_mix1","micePMM","X",-0.0971017330542713
"90","norm_mix1","micePMM","XZ",-0.113308496913995
"91","norm_mix1","missForest","X",0.0132500910841988
"92","norm_mix1","missForest","XZ",0.00287760662214631
"93","norm_mix1","rfcont10","X",0.0175476548286908
"94","norm_mix1","rfcont10","XZ",0.0435439076611055
"95","norm_mix1","micePMM","X",-0.104933614256167
"96","norm_mix1","micePMM","XZ",-0.103115199397816
"97","norm_mix1","missForest","X",-0.00654558291386165
"98","norm_mix1","missForest","XZ",-0.0354809751505639
"99","norm_mix1","rfcont10","X",0.0281406064433665
"100","norm_mix1","rfcont10","XZ",0.024318096286291
"101","norm_mix1","micePMM","X",-0.0871822131361485
"102","norm_mix1","micePMM","XZ",-0.0944189543569771
"103","norm_mix1","missForest","X",0.00440001313813121
"104","norm_mix1","missForest","XZ",-0.0329320686358207
"105","norm_mix1","rfcont10","X",0.0457845356704756
"106","norm_mix1","rfcont10","XZ",0.0433934114856573
"107","norm_mix1","micePMM","X",-0.0509469453675299
"108","norm_mix1","micePMM","XZ",-0.0480776772898497
"109","norm_mix1","missForest","X",-0.0132983398823204
"110","norm_mix1","missForest","XZ",-0.0457150379550807
"111","norm_mix1","rfcont10","X",0.0183513261535548
"112","norm_mix1","rfcont10","XZ",0.0110321544089906
"113","norm_mix1","micePMM","X",-0.0994823946818364
"114","norm_mix1","micePMM","XZ",-0.119407007430789
"115","norm_mix1","missForest","X",0.000138938913754938
"116","norm_mix1","missForest","XZ",-0.0440772505500273
"117","norm_mix1","rfcont10","X",0.0391486138134214
"118","norm_mix1","rfcont10","XZ",0.0234154247119196
"119","norm_mix1","micePMM","X",-0.0591194957755427
"120","norm_mix1","micePMM","XZ",-0.0799330624990231
"121","norm_mix1","missForest","X",0.00438934233353327
"122","norm_mix1","missForest","XZ",-0.0275013258323593
"123","norm_mix1","rfcont10","X",0.0348624176184111
"124","norm_mix1","rfcont10","XZ",0.0244173121601934
