"","dist","estimator","col","nrmse"
"1","norm","missForest","X",0.463045456500236
"2","norm","rfcont10","X",0.459044083140634
"3","norm","micePMM","X",0.508863453420831
"4","norm","missForest","X",0.486174128331918
"5","norm","rfcont10","X",0.471275139281556
"6","norm","micePMM","X",0.582219132230873
"7","norm","missForest","X",0.431318466147757
"8","norm","rfcont10","X",0.55740504904641
"9","norm","micePMM","X",0.54950633913148
"10","norm","missForest","X",0.526454515283553
"11","norm","rfcont10","X",0.461071238720292
"12","norm","micePMM","X",0.564385173775657
"13","norm","missForest","X",0.500620035493702
"14","norm","rfcont10","X",0.470793747215877
"15","norm","micePMM","X",0.540039605356546
"16","norm","missForest","X",0.538040193533894
"17","norm","rfcont10","X",0.475899947376541
"18","norm","micePMM","X",0.617879449172758
"19","norm","missForest","X",0.487111600128114
"20","norm","rfcont10","X",0.484118372984143
"21","norm","micePMM","X",0.533517394309945
"22","norm","missForest","X",0.459996170638607
"23","norm","rfcont10","X",0.514641459676509
"24","norm","micePMM","X",0.585953692111392
"25","norm","missForest","X",0.514360107658074
"26","norm","rfcont10","X",0.489196922882367
"27","norm","micePMM","X",0.557140898117365
"28","norm","missForest","X",0.49422313836613
"29","norm","rfcont10","X",0.469639561472428
"30","norm","micePMM","X",0.536477926041713
"31","norm","missForest","X",0.526446071546503
"32","norm","rfcont10","X",0.531309210232975
"33","norm","micePMM","X",0.587698797132219
"34","norm","missForest","X",0.521678734861245
"35","norm","rfcont10","X",0.505204059720472
"36","norm","micePMM","X",0.548432690781743
"37","norm","missForest","X",0.587124738345967
"38","norm","rfcont10","X",0.503157549257945
"39","norm","micePMM","X",0.546487735628236
"40","norm","missForest","X",0.508291192198011
"41","norm","rfcont10","X",0.496304616687847
"42","norm","micePMM","X",0.610292855917736
"43","norm","missForest","X",0.582341791404377
"44","norm","rfcont10","X",0.484885330836802
"45","norm","micePMM","X",0.604074481820475
"46","norm","missForest","X",0.488562294387102
"47","norm","rfcont10","X",0.539861965418665
"48","norm","micePMM","X",0.541027294983241
"49","norm","missForest","X",0.565448905889605
"50","norm","rfcont10","X",0.48488462352788
"51","norm","micePMM","X",0.489606870517413
"52","norm","missForest","X",0.514619395424975
"53","norm","rfcont10","X",0.538328544205589
"54","norm","micePMM","X",0.515808709792493
"55","norm","missForest","X",0.537325435580836
"56","norm","rfcont10","X",0.501297705553479
"57","norm","micePMM","X",0.592340272077929
"58","norm","missForest","X",0.464814199037649
"59","norm","rfcont10","X",0.51909425105994
"60","norm","micePMM","X",0.603580738383259
"61","norm","missForest","X",0.536951391231735
