"","dist","estimator","col","rel_bias"
"1","norm_mix1","missForest","X",-0.0482549193124113
"2","norm_mix1","missForest","X2",-0.19533071901524
"3","norm_mix1","rfcont10","X",0.000301337820836745
"4","norm_mix1","rfcont10","X2",-0.0466344190419756
"5","norm_mix1","micePMM","X",-0.0637315296689126
"6","norm_mix1","micePMM","X2",-0.149619123795337
"7","norm_mix1","missForest","X",0.0542514992433281
"8","norm_mix1","missForest","X2",0.0161318703028854
"9","norm_mix1","rfcont10","X",0.0664683215809405
"10","norm_mix1","rfcont10","X2",0.0615027534758226
"11","norm_mix1","micePMM","X",0.00335455099608728
"12","norm_mix1","micePMM","X2",-0.0461750764007003
"13","norm_mix1","missForest","X",-0.0613253952641386
"14","norm_mix1","missForest","X2",-0.160769924894313
"15","norm_mix1","rfcont10","X",0.0205252773492466
"16","norm_mix1","rfcont10","X2",-0.0128715965444833
"17","norm_mix1","micePMM","X",-0.0134742988429228
"18","norm_mix1","micePMM","X2",-0.0694993451215866
"19","norm_mix1","missForest","X",0.0564875011556241
"20","norm_mix1","missForest","X2",0.0198587174276295
"21","norm_mix1","rfcont10","X",0.0458178259563691
"22","norm_mix1","rfcont10","X2",0.0322318975433358
"23","norm_mix1","micePMM","X",-0.00122877866043036
"24","norm_mix1","micePMM","X2",-0.03009715789318
"25","norm_mix1","missForest","X",-0.0123235491540098
"26","norm_mix1","missForest","X2",-0.125857034137745
"27","norm_mix1","rfcont10","X",0.00983817263898512
"28","norm_mix1","rfcont10","X2",-0.0494183301367463
"29","norm_mix1","micePMM","X",-0.0882453395734838
"30","norm_mix1","micePMM","X2",-0.153481218902529
"31","norm_mix1","missForest","X",0.072523821308353
"32","norm_mix1","missForest","X2",0.0506855006649767
"33","norm_mix1","rfcont10","X",0.0245131081345638
"34","norm_mix1","rfcont10","X2",-0.020353781437022
"35","norm_mix1","micePMM","X",-0.0211641030956298
"36","norm_mix1","micePMM","X2",-0.0880666529697922
"37","norm_mix1","missForest","X",-0.0375135183444306
"38","norm_mix1","missForest","X2",-0.18798464510256
"39","norm_mix1","rfcont10","X",0.00718755408271243
"40","norm_mix1","rfcont10","X2",-0.0403096301860105
"41","norm_mix1","micePMM","X",-0.0423281772860098
"42","norm_mix1","micePMM","X2",-0.10125351902621
"43","norm_mix1","missForest","X",0.0126400777894002
"44","norm_mix1","missForest","X2",-0.133773230657406
"45","norm_mix1","rfcont10","X",0.0411354529032759
"46","norm_mix1","rfcont10","X2",0.0259549543944377
"47","norm_mix1","micePMM","X",-0.018469310463373
"48","norm_mix1","micePMM","X2",-0.0581180933143205
"49","norm_mix1","missForest","X",0.0395173506843263
"50","norm_mix1","missForest","X2",0.0209320419234342
"51","norm_mix1","rfcont10","X",0.0246522225072028
"52","norm_mix1","rfcont10","X2",-0.0134751918223007
"53","norm_mix1","micePMM","X",-0.0584938332068504
"54","norm_mix1","micePMM","X2",-0.111598372875605
"55","norm_mix1","missForest","X",-0.00698658039130406
"56","norm_mix1","missForest","X2",-0.143177968608563
"57","norm_mix1","rfcont10","X",0.0427989918213665
"58","norm_mix1","rfcont10","X2",0.0216165725019393
"59","norm_mix1","micePMM","X",-0.0447177871148307
"60","norm_mix1","micePMM","X2",-0.11209140014327
"61","norm_mix1","missForest","X",0.0946968639514962
"62","norm_mix1","missForest","X2",0.123486255953283
"63","norm_mix1","rfcont10","X",0.0755328373652429
"64","norm_mix1","rfcont10","X2",0.0641214172406854
"65","norm_mix1","micePMM","X",-0.00488512530230023
"66","norm_mix1","micePMM","X2",-0.049955929745382
"67","norm_mix1","missForest","X",-0.00513983746384006
"68","norm_mix1","missForest","X2",-0.116024441252087
"69","norm_mix1","rfcont10","X",0.0289591060120922
"70","norm_mix1","rfcont10","X2",-0.0105021117464053
"71","norm_mix1","micePMM","X",-0.0473371248706265
"72","norm_mix1","micePMM","X2",-0.120467132653141
"73","norm_mix1","missForest","X",0.060895112652201
"74","norm_mix1","missForest","X2",0.0666246172141871
"75","norm_mix1","rfcont10","X",0.0505328925755568
"76","norm_mix1","rfcont10","X2",0.028234169818629
