"","dist","estimator","col","rel_bias"
"1","norm_mix1","missForest","X",-0.00218784771194835
"2","norm_mix1","missForest","XZ",-0.00163635192444134
"3","norm_mix1","rfcont10","X",-0.00814019143476374
"4","norm_mix1","rfcont10","XZ",-0.0163702863749469
"5","norm_mix1","micePMM","X",0.0169981154556951
"6","norm_mix1","micePMM","XZ",0.0751367077082039
"7","norm_mix1","missForest","X",0.0056260575135163
"8","norm_mix1","missForest","XZ",-0.00359736807094135
"9","norm_mix1","rfcont10","X",-0.00343805250053597
"10","norm_mix1","rfcont10","XZ",-0.0287711195221336
"11","norm_mix1","micePMM","X",0.0483526481169656
"12","norm_mix1","micePMM","XZ",0.0822800032924385
"13","norm_mix1","missForest","X",0.000548296323949593
"14","norm_mix1","missForest","XZ",-0.00601796647109887
"15","norm_mix1","rfcont10","X",-0.0206667368921641
"16","norm_mix1","rfcont10","XZ",-0.058266579665978
"17","norm_mix1","micePMM","X",0.0780095272545689
"18","norm_mix1","micePMM","XZ",0.103693195502405
"19","norm_mix1","missForest","X",-0.0133764554662541
"20","norm_mix1","missForest","XZ",-0.0170326376902258
"21","norm_mix1","rfcont10","X",-0.0256575312991738
"22","norm_mix1","rfcont10","XZ",-0.0577618784709338
"23","norm_mix1","micePMM","X",0.0203134385824608
"24","norm_mix1","micePMM","XZ",0.00437529965006989
"25","norm_mix1","missForest","X",-0.00345058538283061
"26","norm_mix1","missForest","XZ",-0.00324397572044688
"27","norm_mix1","rfcont10","X",-0.00427788568369036
"28","norm_mix1","rfcont10","XZ",-0.022876732418501
"29","norm_mix1","micePMM","X",0.010859016372831
"30","norm_mix1","micePMM","XZ",0.0329653905011658
"31","norm_mix1","missForest","X",-0.00676953607524755
"32","norm_mix1","missForest","XZ",-0.0133158264684714
"33","norm_mix1","rfcont10","X",-0.0194520221171025
"34","norm_mix1","rfcont10","XZ",-0.0627329658606952
"35","norm_mix1","micePMM","X",0.0534132094696858
"36","norm_mix1","micePMM","XZ",0.0566811228674395
"37","norm_mix1","missForest","X",0.00248989750592177
"38","norm_mix1","missForest","XZ",-0.00349786191572776
"39","norm_mix1","rfcont10","X",-0.000275511139400608
"40","norm_mix1","rfcont10","XZ",-0.0312032319210246
"41","norm_mix1","micePMM","X",0.0860746645683867
"42","norm_mix1","micePMM","XZ",0.102928787798352
"43","norm_mix1","missForest","X",-0.000603296130986752
"44","norm_mix1","missForest","XZ",0.00812569135249941
"45","norm_mix1","rfcont10","X",-0.0223256237163111
"46","norm_mix1","rfcont10","XZ",-0.0486971009112992
"47","norm_mix1","micePMM","X",0.0202862388049825
"48","norm_mix1","micePMM","XZ",0.035247535844293
"49","norm_mix1","missForest","X",-0.00108291628280766
"50","norm_mix1","missForest","XZ",-0.00517219128135715
"51","norm_mix1","rfcont10","X",-0.0238555106002406
"52","norm_mix1","rfcont10","XZ",-0.0468125747317141
"53","norm_mix1","micePMM","X",0.0231207137828693
"54","norm_mix1","micePMM","XZ",0.0549454092846293
"55","norm_mix1","missForest","X",-0.00885155123837911
"56","norm_mix1","missForest","XZ",-0.0175418463900645
"57","norm_mix1","rfcont10","X",-0.0258762311579328
"58","norm_mix1","rfcont10","XZ",-0.0575829797654667
"59","norm_mix1","micePMM","X",0.0549968524944104
"60","norm_mix1","micePMM","XZ",0.0706414358621803
"61","norm_mix1","missForest","X",-0.00457895777617179
"62","norm_mix1","missForest","XZ",-0.0186032826169712
"63","norm_mix1","rfcont10","X",-0.00619784947500635
"64","norm_mix1","rfcont10","XZ",-0.0335846168369834
"65","norm_mix1","micePMM","X",0.0491312172674458
"66","norm_mix1","micePMM","XZ",0.0606817632726513
"67","norm_mix1","missForest","X",-0.00232428233741033
"68","norm_mix1","missForest","XZ",-0.0100436743209531
"69","norm_mix1","rfcont10","X",-0.0179852051082404
"70","norm_mix1","rfcont10","XZ",-0.0514238613828815
"71","norm_mix1","micePMM","X",0.0947381599210209
"72","norm_mix1","micePMM","XZ",0.0651491348529836
"73","norm_mix1","missForest","X",-0.0150121223245369
"74","norm_mix1","missForest","XZ",-0.0146318378620603
"75","norm_mix1","rfcont10","X",-0.0242444575170682
"76","norm_mix1","rfcont10","XZ",-0.0615563739563735
"77","norm_mix1","micePMM","X",-0.0137550400704002
"78","norm_mix1","micePMM","XZ",-0.0261638618357917
"79","norm_mix1","missForest","X",-0.000984991532999913
"80","norm_mix1","missForest","XZ",-0.0303096429335267
"81","norm_mix1","rfcont10","X",-0.0199026918662744
"82","norm_mix1","rfcont10","XZ",-0.0633841345386822
"83","norm_mix1","micePMM","X",0.0701891795497798
"84","norm_mix1","micePMM","XZ",0.0418631364667057
"85","norm_mix1","missForest","X",0.00492508309580031
"86","norm_mix1","missForest","XZ",-0.0106540149549691
"87","norm_mix1","rfcont10","X",-0.00633564185912083
"88","norm_mix1","rfcont10","XZ",-0.0355956654988738
"89","norm_mix1","micePMM","X",0.0381979050391485
"90","norm_mix1","micePMM","XZ",0.053721847211365
"91","norm_mix1","missForest","X",0.000292274346956445
"92","norm_mix1","missForest","XZ",-0.00788435841096302
"93","norm_mix1","rfcont10","X",-0.00631881447424876
"94","norm_mix1","rfcont10","XZ",-0.0369682343125123
"95","norm_mix1","micePMM","X",0.0485530342349481
"96","norm_mix1","micePMM","XZ",0.0901399883581473
"97","norm_mix1","missForest","X",-0.0107639599181639
"98","norm_mix1","missForest","XZ",-0.0201388145767284
"99","norm_mix1","rfcont10","X",-0.0263021493143699
"100","norm_mix1","rfcont10","XZ",-0.0593095197417147
"101","norm_mix1","micePMM","X",0.0274076749851258
"102","norm_mix1","micePMM","XZ",0.0475307920865933
"103","norm_mix1","missForest","X",-0.00616560073292338
"104","norm_mix1","missForest","XZ",0.00119152281786117
"105","norm_mix1","rfcont10","X",-0.0211664636664963
"106","norm_mix1","rfcont10","XZ",-0.0428022691835217
"107","norm_mix1","micePMM","X",0.047523933753145
"108","norm_mix1","micePMM","XZ",0.0569396914382982
"109","norm_mix1","missForest","X",-0.00425239505192365
"110","norm_mix1","missForest","XZ",-0.0109132791266916
"111","norm_mix1","rfcont10","X",-0.0170659887480102
"112","norm_mix1","rfcont10","XZ",-0.054332615291711
"113","norm_mix1","micePMM","X",0.0349584421172091
"114","norm_mix1","micePMM","XZ",0.0544215629696347
"115","norm_mix1","missForest","X",0.00165179371744273
"116","norm_mix1","missForest","XZ",-0.00409759020603551
"117","norm_mix1","rfcont10","X",-0.00495035703071289
"118","norm_mix1","rfcont10","XZ",-0.0381600807278846
"119","norm_mix1","micePMM","X",0.00806352108491404
"120","norm_mix1","micePMM","XZ",0.0400256170879068
"121","norm_mix1","missForest","X",-0.0143823759752103
"122","norm_mix1","missForest","XZ",-0.0258708772963984
"123","norm_mix1","rfcont10","X",-0.030571293374017
"124","norm_mix1","rfcont10","XZ",-0.076601483029422
"125","norm_mix1","micePMM","X",0.0279623464667205
"126","norm_mix1","micePMM","XZ",0.0271190061113367
"127","norm_mix1","missForest","X",-0.0117643751175198
"128","norm_mix1","missForest","XZ",-0.00912006701355472
"129","norm_mix1","rfcont10","X",-0.0120174503127027
"130","norm_mix1","rfcont10","XZ",-0.0394260267233979
"131","norm_mix1","micePMM","X",0.0275636168003759
"132","norm_mix1","micePMM","XZ",0.0228098031750996
"133","norm_mix1","missForest","X",0.00367001177188264
"134","norm_mix1","missForest","XZ",-0.00581189759318412
"135","norm_mix1","rfcont10","X",-0.0118574966271225
"136","norm_mix1","rfcont10","XZ",-0.0348833957505341
"137","norm_mix1","micePMM","X",0.0218946232167287
"138","norm_mix1","micePMM","XZ",0.0375094789340102
"139","norm_mix1","missForest","X",-0.00341921120929223
"140","norm_mix1","missForest","XZ",-0.0148228247795239
"141","norm_mix1","rfcont10","X",-0.00659477396224728
"142","norm_mix1","rfcont10","XZ",-0.0417373818254803
"143","norm_mix1","micePMM","X",0.0421990003804542
"144","norm_mix1","micePMM","XZ",0.0598255636027964
"145","norm_mix1","missForest","X",0.00183051621490415
"146","norm_mix1","missForest","XZ",0.00234825099371516
"147","norm_mix1","rfcont10","X",-0.0077488555090337
"148","norm_mix1","rfcont10","XZ",-0.027654306873076
"149","norm_mix1","micePMM","X",0.0588182450789179
"150","norm_mix1","micePMM","XZ",0.103298297275492
"151","norm_mix1","missForest","X",-0.0133457522192687
"152","norm_mix1","missForest","XZ",-0.0212245154922394
"153","norm_mix1","rfcont10","X",-0.0359581566422219
"154","norm_mix1","rfcont10","XZ",-0.0678288021896521
"155","norm_mix1","micePMM","X",0.031213290263306
"156","norm_mix1","micePMM","XZ",0.0471749957777392
"157","norm_mix1","missForest","X",-0.00402821028682632
"158","norm_mix1","missForest","XZ",-0.00956134975671141
"159","norm_mix1","rfcont10","X",-0.0187300112423356
"160","norm_mix1","rfcont10","XZ",-0.0474405800615257
"161","norm_mix1","micePMM","X",0.0804607372691271
"162","norm_mix1","micePMM","XZ",0.0900284677760308
"163","norm_mix1","missForest","X",-0.00650967579772876
"164","norm_mix1","missForest","XZ",-0.00344455406600808
"165","norm_mix1","rfcont10","X",-0.0130677768808072
"166","norm_mix1","rfcont10","XZ",-0.0330150252250713
"167","norm_mix1","micePMM","X",0.0346504932250695
"168","norm_mix1","micePMM","XZ",0.076415176713337
"169","norm_mix1","missForest","X",-0.00650120932498888
"170","norm_mix1","missForest","XZ",-0.00398232363851636
"171","norm_mix1","rfcont10","X",-0.00635028181491715
"172","norm_mix1","rfcont10","XZ",-0.0371899813658066
"173","norm_mix1","micePMM","X",0.0339163498049571
"174","norm_mix1","micePMM","XZ",0.0618450957008474
"175","norm_mix1","missForest","X",0.00567728032210879
"176","norm_mix1","missForest","XZ",-0.00621652214759139
"177","norm_mix1","rfcont10","X",-0.0172690273202005
"178","norm_mix1","rfcont10","XZ",-0.0446141934481572
"179","norm_mix1","micePMM","X",0.0333975082556548
"180","norm_mix1","micePMM","XZ",0.0154349347983891
"181","norm_mix1","missForest","X",-0.00423979918879724
"182","norm_mix1","missForest","XZ",-0.0130199451235882
"183","norm_mix1","rfcont10","X",-0.0162516640715119
"184","norm_mix1","rfcont10","XZ",-0.0442822689204845
"185","norm_mix1","micePMM","X",0.0596672030107039
"186","norm_mix1","micePMM","XZ",0.0804369299039134
"187","norm_mix1","missForest","X",-0.029513734046406
"188","norm_mix1","missForest","XZ",-0.0391606653588148
"189","norm_mix1","rfcont10","X",-0.0266288213850432
"190","norm_mix1","rfcont10","XZ",-0.0723275492489104
"191","norm_mix1","micePMM","X",0.011007198409102
"192","norm_mix1","micePMM","XZ",0.0141202323868921
"193","norm_mix1","missForest","X",-0.0116230979644228
"194","norm_mix1","missForest","XZ",-0.01996755302356
"195","norm_mix1","rfcont10","X",-0.0243412750808113
"196","norm_mix1","rfcont10","XZ",-0.0644187780861127
"197","norm_mix1","micePMM","X",0.0014868762745921
"198","norm_mix1","micePMM","XZ",0.0380404664261116
"199","norm_mix1","missForest","X",-0.00615673144602102
"200","norm_mix1","missForest","XZ",-0.0177940852370608
"201","norm_mix1","rfcont10","X",-0.00843722277974845
"202","norm_mix1","rfcont10","XZ",-0.0391440370714026
"203","norm_mix1","micePMM","X",0.0132102952704534
"204","norm_mix1","micePMM","XZ",0.00223052047415928
