"","dist","estimator","col","relb_coef"
"1","norm_mix1","missForest","X",0.402462116583149
"2","norm_mix1","missForest","XZ",0.713152840403061
"3","norm_mix1","rfcont10","X",0.511680763886562
"4","norm_mix1","rfcont10","XZ",0.582949632613457
"5","norm_mix1","micePMM","X",0.271609273151715
"6","norm_mix1","micePMM","XZ",0.974759675556417
"7","norm_mix1","missForest","X",0.325613547628946
"8","norm_mix1","missForest","XZ",0.530656136674014
"9","norm_mix1","rfcont10","X",0.184341449580002
"10","norm_mix1","rfcont10","XZ",0.0935029519999405
"11","norm_mix1","micePMM","X",0.0895409836527281
"12","norm_mix1","micePMM","XZ",0.672568289756346
"13","norm_mix1","missForest","X",0.358983449745154
"14","norm_mix1","missForest","XZ",0.44045846292014
"15","norm_mix1","rfcont10","X",0.486632285112804
"16","norm_mix1","rfcont10","XZ",0.260792635198527
"17","norm_mix1","micePMM","X",0.467600065913325
"18","norm_mix1","micePMM","XZ",0.79626570317127
"19","norm_mix1","missForest","X",0.109200748142901
"20","norm_mix1","missForest","XZ",0.148581524134201
"21","norm_mix1","rfcont10","X",0.231983469485204
"22","norm_mix1","rfcont10","XZ",0.0771552938115191
"23","norm_mix1","micePMM","X",-0.0845036206528572
"24","norm_mix1","micePMM","XZ",-2.73844643966568e-05
"25","norm_mix1","missForest","X",0.099460106659995
"26","norm_mix1","missForest","XZ",0.34177486411751
"27","norm_mix1","rfcont10","X",0.200829446964634
"28","norm_mix1","rfcont10","XZ",0.135353406674357
"29","norm_mix1","micePMM","X",-0.077248990414649
"30","norm_mix1","micePMM","XZ",0.231693164228123
"31","norm_mix1","missForest","X",0.220752715628056
"32","norm_mix1","missForest","XZ",0.380826976950973
"33","norm_mix1","rfcont10","X",0.0287814170078635
"34","norm_mix1","rfcont10","XZ",-0.168190709103646
"35","norm_mix1","micePMM","X",0.0240594432857506
"36","norm_mix1","micePMM","XZ",0.293691978152136
"37","norm_mix1","missForest","X",0.470565207091934
"38","norm_mix1","missForest","XZ",0.768424253102108
"39","norm_mix1","rfcont10","X",0.394248721122568
"40","norm_mix1","rfcont10","XZ",0.413610242705421
"41","norm_mix1","micePMM","X",0.105152486120299
"42","norm_mix1","micePMM","XZ",0.468528253377922
"43","norm_mix1","missForest","X",0.257406701172562
"44","norm_mix1","missForest","XZ",0.378923960809212
"45","norm_mix1","rfcont10","X",0.312452025916495
"46","norm_mix1","rfcont10","XZ",0.233386122008848
"47","norm_mix1","micePMM","X",0.00687032504416636
"48","norm_mix1","micePMM","XZ",0.226927877928174
"49","norm_mix1","missForest","X",0.272558125054541
"50","norm_mix1","missForest","XZ",0.614771999978047
"51","norm_mix1","rfcont10","X",0.36376907341885
"52","norm_mix1","rfcont10","XZ",0.247124583597538
"53","norm_mix1","micePMM","X",0.140444686454497
"54","norm_mix1","micePMM","XZ",0.607112375185769
"55","norm_mix1","missForest","X",0.254758582234091
"56","norm_mix1","missForest","XZ",0.344444132396177
"57","norm_mix1","rfcont10","X",0.377532299572574
"58","norm_mix1","rfcont10","XZ",0.288143066712312
"59","norm_mix1","micePMM","X",0.00523156871137175
"60","norm_mix1","micePMM","XZ",0.0548969643103013
"61","norm_mix1","missForest","X",0.430115938974749
"62","norm_mix1","missForest","XZ",0.793095200713235
"63","norm_mix1","rfcont10","X",0.301093500146848
"64","norm_mix1","rfcont10","XZ",0.377524449677612
"65","norm_mix1","micePMM","X",0.301489702361267
"66","norm_mix1","micePMM","XZ",1.00989760774552
"67","norm_mix1","missForest","X",0.163775050814784
"68","norm_mix1","missForest","XZ",0.504597640079234
"69","norm_mix1","rfcont10","X",0.203241690089754
"70","norm_mix1","rfcont10","XZ",0.117266703122365
"71","norm_mix1","micePMM","X",0.00633947233176159
"72","norm_mix1","micePMM","XZ",0.393169857458184
"73","norm_mix1","missForest","X",0.331709835908561
"74","norm_mix1","missForest","XZ",0.578993391349777
"75","norm_mix1","rfcont10","X",0.153907496607956
"76","norm_mix1","rfcont10","XZ",-0.0112669838848662
"77","norm_mix1","micePMM","X",0.029454137928683
"78","norm_mix1","micePMM","XZ",0.357895852191045
"79","norm_mix1","missForest","X",0.268311205273161
"80","norm_mix1","missForest","XZ",0.600555431317855
"81","norm_mix1","rfcont10","X",0.507506110856036
"82","norm_mix1","rfcont10","XZ",0.652919752440727
"83","norm_mix1","micePMM","X",0.172353184175275
"84","norm_mix1","micePMM","XZ",0.553782419282542
"85","norm_mix1","missForest","X",0.346909030803259
"86","norm_mix1","missForest","XZ",0.490909708323969
"87","norm_mix1","rfcont10","X",0.348017124184889
"88","norm_mix1","rfcont10","XZ",0.262913889292494
"89","norm_mix1","micePMM","X",0.00613400309337035
"90","norm_mix1","micePMM","XZ",0.176022617228139
"91","norm_mix1","missForest","X",0.151396208453537
"92","norm_mix1","missForest","XZ",0.294948239900915
"93","norm_mix1","rfcont10","X",0.224274085977314
"94","norm_mix1","rfcont10","XZ",0.0750853945186484
"95","norm_mix1","micePMM","X",-0.00730224358448317
"96","norm_mix1","micePMM","XZ",0.127027413390766
"97","norm_mix1","missForest","X",0.0214777668057115
"98","norm_mix1","missForest","XZ",-0.0264257123191931
"99","norm_mix1","rfcont10","X",0.159722437648752
"100","norm_mix1","rfcont10","XZ",-0.0732735186616525
"101","norm_mix1","micePMM","X",-0.0707084173551197
"102","norm_mix1","micePMM","XZ",0.0408268574591725
"103","norm_mix1","missForest","X",0.298306165655419
"104","norm_mix1","missForest","XZ",0.369110036854859
"105","norm_mix1","rfcont10","X",0.25967880522854
"106","norm_mix1","rfcont10","XZ",0.0794212200971224
"107","norm_mix1","micePMM","X",0.0654997429111127
"108","norm_mix1","micePMM","XZ",0.309142939689063
"109","norm_mix1","missForest","X",0.439302717072225
"110","norm_mix1","missForest","XZ",0.929243989977764
"111","norm_mix1","rfcont10","X",0.398408344775238
"112","norm_mix1","rfcont10","XZ",0.40624654570077
"113","norm_mix1","micePMM","X",0.211951794834293
"114","norm_mix1","micePMM","XZ",0.885346185110117
"115","norm_mix1","missForest","X",0.346203222624137
"116","norm_mix1","missForest","XZ",0.598956242985193
"117","norm_mix1","rfcont10","X",0.291787825467588
"118","norm_mix1","rfcont10","XZ",-0.0543046281023685
"119","norm_mix1","micePMM","X",-0.0443245706634882
"120","norm_mix1","micePMM","XZ",0.14853000977834
"121","norm_mix1","missForest","X",0.179878019708694
"122","norm_mix1","missForest","XZ",0.339885658368448
"123","norm_mix1","rfcont10","X",0.157761221522
"124","norm_mix1","rfcont10","XZ",-0.000885158906483652
"125","norm_mix1","micePMM","X",0.024622452342596
"126","norm_mix1","micePMM","XZ",0.256769776836026
"127","norm_mix1","missForest","X",0.424502068332154
"128","norm_mix1","missForest","XZ",0.92270275720506
"129","norm_mix1","rfcont10","X",0.385166646890422
"130","norm_mix1","rfcont10","XZ",0.409396138113389
"131","norm_mix1","micePMM","X",0.199541276904724
"132","norm_mix1","micePMM","XZ",0.732200713189796
"133","norm_mix1","missForest","X",0.19157421137776
"134","norm_mix1","missForest","XZ",0.402812877519202
"135","norm_mix1","rfcont10","X",0.149252270525518
"136","norm_mix1","rfcont10","XZ",-0.040103922619934
"137","norm_mix1","micePMM","X",0.0534215673424682
"138","norm_mix1","micePMM","XZ",0.481180864539653
"139","norm_mix1","missForest","X",0.178469316743441
"140","norm_mix1","missForest","XZ",0.304857010588302
"141","norm_mix1","rfcont10","X",0.258390590215863
"142","norm_mix1","rfcont10","XZ",0.142867102616161
"143","norm_mix1","micePMM","X",0.0445706423264894
"144","norm_mix1","micePMM","XZ",0.243675841381874
"145","norm_mix1","missForest","X",0.166679739758006
"146","norm_mix1","missForest","XZ",0.263636104654428
"147","norm_mix1","rfcont10","X",0.27255899696994
"148","norm_mix1","rfcont10","XZ",0.155249600700739
"149","norm_mix1","micePMM","X",-0.0836410847950786
"150","norm_mix1","micePMM","XZ",0.0520257102745368
"151","norm_mix1","missForest","X",0.28958054311611
"152","norm_mix1","missForest","XZ",0.617110716564227
"153","norm_mix1","rfcont10","X",0.315866269710498
"154","norm_mix1","rfcont10","XZ",0.369623218421491
"155","norm_mix1","micePMM","X",0.141117404671506
"156","norm_mix1","micePMM","XZ",0.567839855480705
"157","norm_mix1","missForest","X",0.114859278117136
"158","norm_mix1","missForest","XZ",0.308775828530107
"159","norm_mix1","rfcont10","X",0.293753798535261
"160","norm_mix1","rfcont10","XZ",0.182451401871513
"161","norm_mix1","micePMM","X",-0.0600247166464998
"162","norm_mix1","micePMM","XZ",0.168963833410305
"163","norm_mix1","missForest","X",0.0116076999301958
"164","norm_mix1","missForest","XZ",0.122551550728464
"165","norm_mix1","rfcont10","X",0.165268479278873
"166","norm_mix1","rfcont10","XZ",-0.0236730017347171
"167","norm_mix1","micePMM","X",-0.139372765973209
"168","norm_mix1","micePMM","XZ",0.0710801653527473
"169","norm_mix1","missForest","X",0.335781129042028
"170","norm_mix1","missForest","XZ",0.633714410585654
"171","norm_mix1","rfcont10","X",0.251981863972965
"172","norm_mix1","rfcont10","XZ",0.123027445626101
"173","norm_mix1","micePMM","X",0.158397020879803
"174","norm_mix1","micePMM","XZ",0.633716217200844
"175","norm_mix1","missForest","X",0.206508652386592
"176","norm_mix1","missForest","XZ",0.353935928473189
"177","norm_mix1","rfcont10","X",0.164301789504031
"178","norm_mix1","rfcont10","XZ",-0.165565563998139
"179","norm_mix1","micePMM","X",-0.177264740680635
