"","dist","estimator","col","relb_coef"
"1","norm","missForest","X",0.958744906432677
"2","norm","missForest","XZ",2.78838901496651
"3","norm","rfcont10","X",0.347741394695961
"4","norm","rfcont10","XZ",0.568221158275189
"5","norm","micePMM","X",-0.181000891636776
"6","norm","micePMM","XZ",0.538446910470229
"7","norm","missForest","X",2.74993110066307
"8","norm","missForest","XZ",-4.79227511059097
"9","norm","rfcont10","X",-0.809709067898434
"10","norm","rfcont10","XZ",1.21124003397453
"11","norm","micePMM","X",0.257548731549227
"12","norm","micePMM","XZ",-1.74800466779226
"13","norm","missForest","X",0.552148679338083
"14","norm","missForest","XZ",0.929542539187238
"15","norm","rfcont10","X",-0.238973918718488
"16","norm","rfcont10","XZ",-0.528322055147996
"17","norm","micePMM","X",0.127872548980553
"18","norm","micePMM","XZ",0.45814368767064
"19","norm","missForest","X",0.411754057849986
"20","norm","missForest","XZ",0.697557716100533
"21","norm","rfcont10","X",-0.129785581145427
"22","norm","rfcont10","XZ",-0.367696580407036
"23","norm","micePMM","X",0.155137421758958
"24","norm","micePMM","XZ",0.395704548114637
"25","norm","missForest","X",1.05378774334226
"26","norm","missForest","XZ",2.67744264059312
"27","norm","rfcont10","X",0.390335739901994
"28","norm","rfcont10","XZ",0.270526246184784
"29","norm","micePMM","X",0.561936077614639
"30","norm","micePMM","XZ",1.71938473889909
"31","norm","missForest","X",1.05411973578542
"32","norm","missForest","XZ",1.81097422651178
"33","norm","rfcont10","X",-0.198021340488827
"34","norm","rfcont10","XZ",-0.691193607266594
"35","norm","micePMM","X",0.262684865446133
"36","norm","micePMM","XZ",0.776859910277689
"37","norm","missForest","X",0.469380864862262
"38","norm","missForest","XZ",1.69092445938011
"39","norm","rfcont10","X",0.297405565929223
"40","norm","rfcont10","XZ",0.570357896052597
"41","norm","micePMM","X",-0.00898892652684605
"42","norm","micePMM","XZ",0.794405306289583
"43","norm","missForest","X",1.73088712319227
"44","norm","missForest","XZ",2.97778037885271
"45","norm","rfcont10","X",0.396361455324425
"46","norm","rfcont10","XZ",0.307653855969096
"47","norm","micePMM","X",0.203626517720999
"48","norm","micePMM","XZ",0.816575833810156
"49","norm","missForest","X",1.04707361086023
"50","norm","missForest","XZ",1.59453856939752
"51","norm","rfcont10","X",0.0103151364714639
"52","norm","rfcont10","XZ",-0.836932348785874
"53","norm","micePMM","X",9.0098506324528e-05
"54","norm","micePMM","XZ",0.138428857190992
"55","norm","missForest","X",1.199141491612
"56","norm","missForest","XZ",4.27654567795195
"57","norm","rfcont10","X",-0.705204978588863
"58","norm","rfcont10","XZ",-1.62810131511068
"59","norm","micePMM","X",-0.215231353569873
"60","norm","micePMM","XZ",0.906566982105798
"61","norm","missForest","X",0.740956455340073
"62","norm","missForest","XZ",1.19764551614692
"63","norm","rfcont10","X",0.271335295108311
"64","norm","rfcont10","XZ",0.314940017068959
"65","norm","micePMM","X",0.0349515660996458
"66","norm","micePMM","XZ",0.468787412902723
"67","norm","missForest","X",0.662212851787844
"68","norm","missForest","XZ",1.52245831114758
"69","norm","rfcont10","X",0.292574031413724
"70","norm","rfcont10","XZ",0.284272538592076
"71","norm","micePMM","X",0.244652406917594
"72","norm","micePMM","XZ",0.800221765654308
"73","norm","missForest","X",0.460828622495901
"74","norm","missForest","XZ",0.71544273887884
"75","norm","rfcont10","X",0.214040027205044
"76","norm","rfcont10","XZ",0.135247446476579
"77","norm","micePMM","X",-0.00826649030473026
"78","norm","micePMM","XZ",0.230542859534022
"79","norm","missForest","X",0.546464418246478
"80","norm","missForest","XZ",0.805139116478601
"81","norm","rfcont10","X",-0.178401491692772
"82","norm","rfcont10","XZ",-0.406184586528746
"83","norm","micePMM","X",0.0496110084685635
"84","norm","micePMM","XZ",0.142509066563631
"85","norm","missForest","X",0.499675709587484
"86","norm","missForest","XZ",1.79086889490539
"87","norm","rfcont10","X",-0.142293041660856
"88","norm","rfcont10","XZ",0.0227819136612527
"89","norm","micePMM","X",-0.101787178537812
"90","norm","micePMM","XZ",0.474011049877495
"91","norm","missForest","X",0.346729929730271
"92","norm","missForest","XZ",0.576472662163967
"93","norm","rfcont10","X",-0.302144346917837
"94","norm","rfcont10","XZ",-0.894471080178213
"95","norm","micePMM","X",-0.162413122024699
"96","norm","micePMM","XZ",0.151944927271826
