"","dist","estimator","col","nrmse"
"1","norm_mix1","missForest","X",0.0311663581192845
"2","norm_mix1","rfcont10","X",0.0418728333372313
"3","norm_mix1","micePMM","X",0.874751233232818
"4","norm_mix1","missForest","X",0.0303007066510052
"5","norm_mix1","rfcont10","X",0.0511294156334904
"6","norm_mix1","micePMM","X",0.80091295953565
"7","norm_mix1","missForest","X",0.0421674396054921
"8","norm_mix1","rfcont10","X",0.0548939051742029
"9","norm_mix1","micePMM","X",0.794522675230504
"10","norm_mix1","missForest","X",0.0481904817009263
"11","norm_mix1","rfcont10","X",0.0627746390818697
"12","norm_mix1","micePMM","X",0.836077646636663
"13","norm_mix1","missForest","X",0.0436903601510011
"14","norm_mix1","rfcont10","X",0.0429632009291987
"15","norm_mix1","micePMM","X",0.806629131068619
"16","norm_mix1","missForest","X",0.0273736414408745
"17","norm_mix1","rfcont10","X",0.0784654530253913
"18","norm_mix1","micePMM","X",0.681913535589929
"19","norm_mix1","missForest","X",0.0364038228512558
"20","norm_mix1","rfcont10","X",0.0544097776488865
"21","norm_mix1","micePMM","X",0.698959102623024
"22","norm_mix1","missForest","X",0.0329104125996449
"23","norm_mix1","rfcont10","X",0.045105840858797
"24","norm_mix1","micePMM","X",0.656716799288668
"25","norm_mix1","missForest","X",0.0334956316076363
"26","norm_mix1","rfcont10","X",0.057538790788829
"27","norm_mix1","micePMM","X",0.636405339255768
"28","norm_mix1","missForest","X",0.0343486889953148
"29","norm_mix1","rfcont10","X",0.0800982514752025
"30","norm_mix1","micePMM","X",0.881532425189839
"31","norm_mix1","missForest","X",0.0339370655721996
"32","norm_mix1","rfcont10","X",0.0404192441761826
"33","norm_mix1","micePMM","X",0.932853956262124
"34","norm_mix1","missForest","X",0.0268970415175826
"35","norm_mix1","rfcont10","X",0.0619529038304522
"36","norm_mix1","micePMM","X",0.802595346424562
"37","norm_mix1","missForest","X",0.0324004035955314
"38","norm_mix1","rfcont10","X",0.0452910826800587
"39","norm_mix1","micePMM","X",0.75321698196901
"40","norm_mix1","missForest","X",0.0678867696207142
"41","norm_mix1","rfcont10","X",0.110623018081247
"42","norm_mix1","micePMM","X",0.683290091906991
"43","norm_mix1","missForest","X",0.0974604051131369
"44","norm_mix1","rfcont10","X",0.0947714593809596
"45","norm_mix1","micePMM","X",0.634334974826467
"46","norm_mix1","missForest","X",0.0312780983812446
"47","norm_mix1","rfcont10","X",0.0351947097443957
"48","norm_mix1","micePMM","X",0.858214532166282
"49","norm_mix1","missForest","X",0.0310029621099109
"50","norm_mix1","rfcont10","X",0.0414977829343285
"51","norm_mix1","micePMM","X",0.817727466629272
"52","norm_mix1","missForest","X",0.0334531496584825
"53","norm_mix1","rfcont10","X",0.0577584130995592
"54","norm_mix1","micePMM","X",0.690788343799307
"55","norm_mix1","missForest","X",0.0869557495216281
"56","norm_mix1","rfcont10","X",0.0927659174933871
"57","norm_mix1","micePMM","X",0.759606872074617
"58","norm_mix1","missForest","X",0.0355377429582635
"59","norm_mix1","rfcont10","X",0.0526029747494739
"60","norm_mix1","micePMM","X",0.804553051568673
"61","norm_mix1","missForest","X",0.0305519131732781
"62","norm_mix1","rfcont10","X",0.0420962827763654
"63","norm_mix1","micePMM","X",0.789863975174916
"64","norm_mix1","missForest","X",0.0610547553432879
"65","norm_mix1","rfcont10","X",0.0443746932412322
"66","norm_mix1","micePMM","X",0.780687853989691
"67","norm_mix1","missForest","X",0.0308411821563057
"68","norm_mix1","rfcont10","X",0.0452727702012259
"69","norm_mix1","micePMM","X",0.848455213623691
"70","norm_mix1","missForest","X",0.0340013948318457
"71","norm_mix1","rfcont10","X",0.0508450923194337
"72","norm_mix1","micePMM","X",0.842315464753877
"73","norm_mix1","missForest","X",0.0366623764878377
"74","norm_mix1","rfcont10","X",0.0570772121089193
"75","norm_mix1","micePMM","X",0.787223547442021
"76","norm_mix1","missForest","X",0.03020341344295
"77","norm_mix1","rfcont10","X",0.062960015001055
"78","norm_mix1","micePMM","X",0.814090202136019
"79","norm_mix1","missForest","X",0.0331135408275236
"80","norm_mix1","rfcont10","X",0.0447920278324777
"81","norm_mix1","micePMM","X",0.799189916987131
"82","norm_mix1","missForest","X",0.0283417873888249
"83","norm_mix1","rfcont10","X",0.0448832285633349
"84","norm_mix1","micePMM","X",0.706003132691756
"85","norm_mix1","missForest","X",0.0275855337832562
"86","norm_mix1","rfcont10","X",0.0445697981101743
"87","norm_mix1","micePMM","X",0.917007855285431
"88","norm_mix1","missForest","X",0.0354199958052255
"89","norm_mix1","rfcont10","X",0.0498405260829648
"90","norm_mix1","micePMM","X",0.783648247361694
"91","norm_mix1","missForest","X",0.0367092736615755
"92","norm_mix1","rfcont10","X",0.0542425707084882
"93","norm_mix1","micePMM","X",1.00320891306399
"94","norm_mix1","missForest","X",0.0294165740331543
"95","norm_mix1","rfcont10","X",0.0473769089751219
"96","norm_mix1","micePMM","X",0.796294906584392
"97","norm_mix1","missForest","X",0.0342229377222729
"98","norm_mix1","rfcont10","X",0.0750159249956686
"99","norm_mix1","micePMM","X",0.815913741056591
"100","norm_mix1","missForest","X",0.0296120671742993
"101","norm_mix1","rfcont10","X",0.0405669516335785
"102","norm_mix1","micePMM","X",0.75152546138598
"103","norm_mix1","missForest","X",0.0380234658215349
"104","norm_mix1","rfcont10","X",0.064636385472802
"105","norm_mix1","micePMM","X",0.690388224205111
"106","norm_mix1","missForest","X",0.0272560391554258
"107","norm_mix1","rfcont10","X",0.0635812560449848
"108","norm_mix1","micePMM","X",0.724334326237131
"109","norm_mix1","missForest","X",0.0306545404741198
"110","norm_mix1","rfcont10","X",0.0619562968160312
"111","norm_mix1","micePMM","X",0.824707690112524
"112","norm_mix1","missForest","X",0.0298717804395062
"113","norm_mix1","rfcont10","X",0.0554087978329488
"114","norm_mix1","micePMM","X",0.841320540043715
"115","norm_mix1","missForest","X",0.0298345270845472
"116","norm_mix1","rfcont10","X",0.0484815895062021
"117","norm_mix1","micePMM","X",0.907546811056328
"118","norm_mix1","missForest","X",0.0311086571694577
"119","norm_mix1","rfcont10","X",0.0481457609526942
"120","norm_mix1","micePMM","X",0.801875587298261
"121","norm_mix1","missForest","X",0.0450508009351514
"122","norm_mix1","rfcont10","X",0.0558190626336542
"123","norm_mix1","micePMM","X",0.769313155327585
"124","norm_mix1","missForest","X",0.107418391438904
"125","norm_mix1","rfcont10","X",0.142576491244307
"126","norm_mix1","micePMM","X",0.633602041191778
"127","norm_mix1","missForest","X",0.0298550063023312
"128","norm_mix1","rfcont10","X",0.049729024829094
"129","norm_mix1","micePMM","X",0.662655459108162
"130","norm_mix1","missForest","X",0.034601803822136
"131","norm_mix1","rfcont10","X",0.0367845028405335
"132","norm_mix1","micePMM","X",0.928410463564785
"133","norm_mix1","missForest","X",0.0568183338209325
"134","norm_mix1","rfcont10","X",0.205299728003245
"135","norm_mix1","micePMM","X",0.628854673393437
"136","norm_mix1","missForest","X",0.0352563709539754
"137","norm_mix1","rfcont10","X",0.043620026550773
"138","norm_mix1","micePMM","X",0.830501495859433
"139","norm_mix1","missForest","X",0.0304036610375698
"140","norm_mix1","rfcont10","X",0.0551211018433444
"141","norm_mix1","micePMM","X",0.603164025313453
"142","norm_mix1","missForest","X",0.0326314931853715
"143","norm_mix1","rfcont10","X",0.0481170774003999
"144","norm_mix1","micePMM","X",0.814645103468963
