"","dist","estimator","col","relb_coef"
"1","norm_mix1","missForest","X",3.99857704080253
"2","norm_mix1","missForest","X2",-0.232918151642313
"3","norm_mix1","rfcont10","X",-0.191836185185978
"4","norm_mix1","rfcont10","X2",0.468817272527397
"5","norm_mix1","micePMM","X",7.70291363394436
"6","norm_mix1","micePMM","X2",-1.15207654162166
"7","norm_mix1","missForest","X",12.7566317654335
"8","norm_mix1","missForest","X2",-0.573722172435311
"9","norm_mix1","rfcont10","X",1.92751886002129
"10","norm_mix1","rfcont10","X2",0.309241288202316
"11","norm_mix1","micePMM","X",10.4739274664208
"12","norm_mix1","micePMM","X2",-0.713046746074095
"13","norm_mix1","missForest","X",-1.87275594306696
"14","norm_mix1","missForest","X2",1.31130149109517
"15","norm_mix1","rfcont10","X",0.537580792105912
"16","norm_mix1","rfcont10","X2",0.368044902481979
"17","norm_mix1","micePMM","X",3.84276186392237
"18","norm_mix1","micePMM","X2",-1.36589592050301
"19","norm_mix1","missForest","X",5.17780472201656
"20","norm_mix1","missForest","X2",-2.17362122391635
"21","norm_mix1","rfcont10","X",1.47872769331278
"22","norm_mix1","rfcont10","X2",0.00115741609242833
"23","norm_mix1","micePMM","X",4.87979732541387
"24","norm_mix1","micePMM","X2",-2.34168415003018
"25","norm_mix1","missForest","X",1.64334949850185
"26","norm_mix1","missForest","X2",0.0715394273942158
"27","norm_mix1","rfcont10","X",0.756243569015685
"28","norm_mix1","rfcont10","X2",0.280383000615746
"29","norm_mix1","micePMM","X",4.10886377947066
"30","norm_mix1","micePMM","X2",-1.23403749533817
"31","norm_mix1","missForest","X",-12.5541311398745
"32","norm_mix1","missForest","X2",-0.884630168398333
"33","norm_mix1","rfcont10","X",-2.07496447069716
"34","norm_mix1","rfcont10","X2",0.186640587857234
"35","norm_mix1","micePMM","X",-9.69823073841945
"36","norm_mix1","micePMM","X2",-0.877576214627028
"37","norm_mix1","missForest","X",-22.4766603674193
"38","norm_mix1","missForest","X2",-0.765853248664356
"39","norm_mix1","rfcont10","X",0.597130897389179
"40","norm_mix1","rfcont10","X2",0.486134632191413
"41","norm_mix1","micePMM","X",-14.0730209131739
"42","norm_mix1","micePMM","X2",-0.624816433669937
"43","norm_mix1","missForest","X",-4.45721883732544
"44","norm_mix1","missForest","X2",1.33162203865977
"45","norm_mix1","rfcont10","X",3.22378408660534
"46","norm_mix1","rfcont10","X2",-0.0862427759294456
"47","norm_mix1","micePMM","X",4.03463498910809
"48","norm_mix1","micePMM","X2",-0.829283311272388
"49","norm_mix1","missForest","X",-0.826025042701544
"50","norm_mix1","missForest","X2",2.31706632465592
"51","norm_mix1","rfcont10","X",0.540946032023896
"52","norm_mix1","rfcont10","X2",-0.0849631420188442
"53","norm_mix1","micePMM","X",1.63049348234658
"54","norm_mix1","micePMM","X2",-2.76320108896176
"55","norm_mix1","missForest","X",1.63588530233669
"56","norm_mix1","missForest","X2",0.815589872188078
"57","norm_mix1","rfcont10","X",-0.744428748783977
"58","norm_mix1","rfcont10","X2",0.0237604598614268
"59","norm_mix1","micePMM","X",0.7702806684734
"60","norm_mix1","micePMM","X2",0.121083828398763
"61","norm_mix1","missForest","X",-2.24312353654223
"62","norm_mix1","missForest","X2",1.3786483116917
"63","norm_mix1","rfcont10","X",-0.00626674307535303
"64","norm_mix1","rfcont10","X2",0.519062510850327
"65","norm_mix1","micePMM","X",2.99362810274396
"66","norm_mix1","micePMM","X2",-1.15171586825551
"67","norm_mix1","missForest","X",10.7656322379131
"68","norm_mix1","missForest","X2",-1.7301298893719
"69","norm_mix1","rfcont10","X",1.44287667507012
"70","norm_mix1","rfcont10","X2",0.253700510904119
"71","norm_mix1","micePMM","X",2.59403221039037
"72","norm_mix1","micePMM","X2",-0.672921314819608
"73","norm_mix1","missForest","X",-7.80490739152597
"74","norm_mix1","missForest","X2",1.16343516756424
"75","norm_mix1","rfcont10","X",0.503888298431047
"76","norm_mix1","rfcont10","X2",0.453301024752188
"77","norm_mix1","micePMM","X",14.1541067648401
"78","norm_mix1","micePMM","X2",-1.06927503663696
"79","norm_mix1","missForest","X",-3.68515519513146
"80","norm_mix1","missForest","X2",1.96224074196674
"81","norm_mix1","rfcont10","X",1.40824471001896
"82","norm_mix1","rfcont10","X2",0.0473350656474573
"83","norm_mix1","micePMM","X",4.17283062356424
"84","norm_mix1","micePMM","X2",-1.56878862872333
"85","norm_mix1","missForest","X",-8.0400250890127
"86","norm_mix1","missForest","X2",0.998520218661949
"87","norm_mix1","rfcont10","X",-0.240785523909637
"88","norm_mix1","rfcont10","X2",0.498179128917914
"89","norm_mix1","micePMM","X",15.4324291663456
"90","norm_mix1","micePMM","X2",-0.956243676459667
"91","norm_mix1","missForest","X",-3.42942462988331
"92","norm_mix1","missForest","X2",0.898829068804364
"93","norm_mix1","rfcont10","X",0.481502512707494
"94","norm_mix1","rfcont10","X2",0.417375392107484
"95","norm_mix1","micePMM","X",8.29010122970306
"96","norm_mix1","micePMM","X2",-0.943572126722937
"97","norm_mix1","missForest","X",4.01493048099516
"98","norm_mix1","missForest","X2",-1.32010811544158
"99","norm_mix1","rfcont10","X",-0.0851566030236281
"100","norm_mix1","rfcont10","X2",0.664538894577327
"101","norm_mix1","micePMM","X",2.34336787781084
"102","norm_mix1","micePMM","X2",-0.983730370020488
"103","norm_mix1","missForest","X",0.887147525927829
"104","norm_mix1","missForest","X2",-0.0362083361651996
"105","norm_mix1","rfcont10","X",0.938433375298501
"106","norm_mix1","rfcont10","X2",-0.0897752555703457
"107","norm_mix1","micePMM","X",2.46543958087238
"108","norm_mix1","micePMM","X2",-1.63852137081023
"109","norm_mix1","missForest","X",-1.35465575363678
"110","norm_mix1","missForest","X2",0.648580895125112
"111","norm_mix1","rfcont10","X",1.49630124595341
"112","norm_mix1","rfcont10","X2",0.237215737639713
"113","norm_mix1","micePMM","X",9.79419336831896
"114","norm_mix1","micePMM","X2",-1.25149114919466
"115","norm_mix1","missForest","X",-5.44849851534838
"116","norm_mix1","missForest","X2",1.10501669565975
"117","norm_mix1","rfcont10","X",0.993288072293877
"118","norm_mix1","rfcont10","X2",0.317331974276723
"119","norm_mix1","micePMM","X",9.16877477675827
"120","norm_mix1","micePMM","X2",-1.00237493188251
"121","norm_mix1","missForest","X",0.0117158189726015
"122","norm_mix1","missForest","X2",0.59244597597653
"123","norm_mix1","rfcont10","X",0.763840175140629
"124","norm_mix1","rfcont10","X2",0.280376127036613
"125","norm_mix1","micePMM","X",4.11262220472476
"126","norm_mix1","micePMM","X2",-1.40741777613303
"127","norm_mix1","missForest","X",-1.07011270830079
"128","norm_mix1","missForest","X2",1.22048409831757
"129","norm_mix1","rfcont10","X",0.0583395155575313
"130","norm_mix1","rfcont10","X2",0.587666094045907
"131","norm_mix1","micePMM","X",2.02604510211366
"132","norm_mix1","micePMM","X2",-1.0203510006756
"133","norm_mix1","missForest","X",3.8619974275777
