"","dist","estimator","col","rel_bias"
"1","norm","missForest","X",-0.00292930199770602
"2","norm","missForest","XZ",-0.0235462610902863
"3","norm","rfcont10","X",0.00258498366532001
"4","norm","rfcont10","XZ",-0.0017475307499224
"5","norm","micePMM","X",-0.013169306210684
"6","norm","micePMM","XZ",-0.0212357562241294
"7","norm","missForest","X",0.00743022558139694
"8","norm","missForest","XZ",-0.0139224643655679
"9","norm","rfcont10","X",0.0132454317339723
"10","norm","rfcont10","XZ",0.00772356637467686
"11","norm","micePMM","X",-0.00801079897771673
"12","norm","micePMM","XZ",-0.0160855880727871
"13","norm","missForest","X",-0.0149861000975704
"14","norm","missForest","XZ",-0.0327491992364926
"15","norm","rfcont10","X",-0.00234734948064019
"16","norm","rfcont10","XZ",-0.00347024596337475
"17","norm","micePMM","X",-0.0086395516570843
"18","norm","micePMM","XZ",-0.0171909639667002
"19","norm","missForest","X",-0.0115734480715777
"20","norm","missForest","XZ",-0.0281508249363067
"21","norm","rfcont10","X",0.00566669558580446
"22","norm","rfcont10","XZ",-0.000350280677241632
"23","norm","micePMM","X",-0.00865494294480451
"24","norm","micePMM","XZ",-0.0108536175081407
"25","norm","missForest","X",-0.010338349973148
"26","norm","missForest","XZ",-0.0210883363638602
"27","norm","rfcont10","X",-0.0066682775681125
"28","norm","rfcont10","XZ",-0.0048408707198071
"29","norm","micePMM","X",-0.0261337737615596
"30","norm","micePMM","XZ",-0.0337463864942351
"31","norm","missForest","X",-0.0104413076296009
"32","norm","missForest","XZ",-0.0225811208831509
"33","norm","rfcont10","X",-0.00127049220861475
"34","norm","rfcont10","XZ",0.00262330661702737
"35","norm","micePMM","X",-0.0185030379861867
"36","norm","micePMM","XZ",-0.023874651388775
"37","norm","missForest","X",-0.0141235810950849
"38","norm","missForest","XZ",-0.0213562991069919
"39","norm","rfcont10","X",0.00136864298803885
"40","norm","rfcont10","XZ",0.0124006199384379
"41","norm","micePMM","X",-0.0105306077756201
"42","norm","micePMM","XZ",-0.0154772044913803
"43","norm","missForest","X",0.00223508422714569
"44","norm","missForest","XZ",-0.00993926751531082
"45","norm","rfcont10","X",0.00757731203559131
"46","norm","rfcont10","XZ",0.0115926664327319
"47","norm","micePMM","X",-0.00702753569616688
"48","norm","micePMM","XZ",-0.0175765814056096
"49","norm","missForest","X",-0.0208383443328888
"50","norm","missForest","XZ",-0.0353449790346777
"51","norm","rfcont10","X",-0.00598972386817964
"52","norm","rfcont10","XZ",-0.0145010767905907
"53","norm","micePMM","X",-0.024945251895278
"54","norm","micePMM","XZ",-0.0329456923597693
"55","norm","missForest","X",-0.0307594185529989
"56","norm","missForest","XZ",-0.0493627876888609
"57","norm","rfcont10","X",0.000345489749042915
"58","norm","rfcont10","XZ",0.00617018671869896
"59","norm","micePMM","X",-0.0280852565946644
"60","norm","micePMM","XZ",-0.0325725072703159
"61","norm","missForest","X",-0.0284858601447158
"62","norm","missForest","XZ",-0.0442363499666093
"63","norm","rfcont10","X",-0.0103265982738161
"64","norm","rfcont10","XZ",-0.0160414723183689
"65","norm","micePMM","X",-0.0259441038397314
"66","norm","micePMM","XZ",-0.0278868101831733
"67","norm","missForest","X",-0.00929141619211138
"68","norm","missForest","XZ",-0.0258445832647903
"69","norm","rfcont10","X",-0.00437106143500277
"70","norm","rfcont10","XZ",-0.0061477186876453
"71","norm","micePMM","X",-0.0136584207970412
"72","norm","micePMM","XZ",-0.0231897395821059
"73","norm","missForest","X",-0.0225278727326853
"74","norm","missForest","XZ",-0.0411710972061698
"75","norm","rfcont10","X",-0.00929171532651951
"76","norm","rfcont10","XZ",-0.00893709403749043
"77","norm","micePMM","X",-0.0219052294431854
"78","norm","micePMM","XZ",-0.0223920045952722
"79","norm","missForest","X",-0.0118186048631663
"80","norm","missForest","XZ",-0.0249007419903504
"81","norm","rfcont10","X",0.0014065073963152
"82","norm","rfcont10","XZ",-0.00114946393865789
"83","norm","micePMM","X",-0.019788354353007
"84","norm","micePMM","XZ",-0.0228913642825114
"85","norm","missForest","X",0.00324115245636958
"86","norm","missForest","XZ",-0.0223472308907927
"87","norm","rfcont10","X",-0.00603214057169288
"88","norm","rfcont10","XZ",-0.00917177083837828
"89","norm","micePMM","X",-0.014929901861687
"90","norm","micePMM","XZ",-0.0185090439946015
"91","norm","missForest","X",0.00637995917195977
"92","norm","missForest","XZ",-0.00979740370026549
"93","norm","rfcont10","X",0.00815492962545439
"94","norm","rfcont10","XZ",0.00815563941107067
"95","norm","micePMM","X",-0.00189123725459828
"96","norm","micePMM","XZ",-0.00447769282093347
"97","norm","missForest","X",0.00139668865559961
"98","norm","missForest","XZ",-0.0185729749176259
"99","norm","rfcont10","X",0.0103622489035697
"100","norm","rfcont10","XZ",0.00364490071595647
"101","norm","micePMM","X",-0.00513418065198334
"102","norm","micePMM","XZ",-0.0113633575520428
"103","norm","missForest","X",-0.0173850829610644
"104","norm","missForest","XZ",-0.0348434050197693
"105","norm","rfcont10","X",-4.43107542209553e-05
"106","norm","rfcont10","XZ",0.00213682668727122
"107","norm","micePMM","X",-0.0152702255910863
"108","norm","micePMM","XZ",-0.0203091623207075
"109","norm","missForest","X",-0.00813453584398938
"110","norm","missForest","XZ",-0.0279401611422689
"111","norm","rfcont10","X",-0.00158274730391084
"112","norm","rfcont10","XZ",-0.00903743207592589
"113","norm","micePMM","X",-0.0186886779457521
"114","norm","micePMM","XZ",-0.0218635696919138
"115","norm","missForest","X",-0.0142899570274053
"116","norm","missForest","XZ",-0.029188157204485
"117","norm","rfcont10","X",-0.00245144450777013
"118","norm","rfcont10","XZ",-0.00963290743709211
"119","norm","micePMM","X",-0.0170558611060269
"120","norm","micePMM","XZ",-0.0195652398696304
"121","norm","missForest","X",-0.0136098094144008
"122","norm","missForest","XZ",-0.0285445759629925
"123","norm","rfcont10","X",-0.0075056385799932
"124","norm","rfcont10","XZ",-0.00617634734936379
"125","norm","micePMM","X",-0.0195695996499347
"126","norm","micePMM","XZ",-0.0232335220289186
"127","norm","missForest","X",-0.0054191122773487
"128","norm","missForest","XZ",-0.0171031424901504
"129","norm","rfcont10","X",0.00254122164117487
"130","norm","rfcont10","XZ",0.000270300775879306
"131","norm","micePMM","X",-0.00998862758365981
"132","norm","micePMM","XZ",-0.0136647687543713
"133","norm","missForest","X",-0.00961411906221921
"134","norm","missForest","XZ",-0.0217310003309682
"135","norm","rfcont10","X",0.00379726043430817
"136","norm","rfcont10","XZ",0.00780460588495879
"137","norm","micePMM","X",-0.0225853765190699
"138","norm","micePMM","XZ",-0.0312527042243359
"139","norm","missForest","X",0.00344399386881067
"140","norm","missForest","XZ",0.00235463050381957
"141","norm","rfcont10","X",0.00480827202138046
"142","norm","rfcont10","XZ",0.0116345837778629
"143","norm","micePMM","X",-0.00499284308430137
"144","norm","micePMM","XZ",-0.0037932146042613
"145","norm","missForest","X",-0.00680774021856567
"146","norm","missForest","XZ",-0.0251138661401166
"147","norm","rfcont10","X",0.00514497676485171
