"","dist","estimator","col","relb_coef"
"1","norm_mix1","missForest","X",-0.00145758325401951
"2","norm_mix1","missForest","X2",0.00284758431026445
"3","norm_mix1","rfcont10","X",-0.110111937626452
"4","norm_mix1","rfcont10","X2",0.0359299235850901
"5","norm_mix1","micePMM","X",1.62539344044138
"6","norm_mix1","micePMM","X2",-0.657962252454094
"7","norm_mix1","missForest","X",-0.0298553590669994
"8","norm_mix1","missForest","X2",0.00844680475454202
"9","norm_mix1","rfcont10","X",-0.0867141145658875
"10","norm_mix1","rfcont10","X2",0.0276073598139806
"11","norm_mix1","micePMM","X",0.47878703228528
"12","norm_mix1","micePMM","X2",-0.375171521635444
"13","norm_mix1","missForest","X",-0.00955465784306318
"14","norm_mix1","missForest","X2",0.00641480007881953
"15","norm_mix1","rfcont10","X",-0.0150486893027367
"16","norm_mix1","rfcont10","X2",0.00819655081178328
"17","norm_mix1","micePMM","X",0.0906984635673511
"18","norm_mix1","micePMM","X2",-0.329318828750135
"19","norm_mix1","missForest","X",-0.0593660435357236
"20","norm_mix1","missForest","X2",0.0253457527633021
"21","norm_mix1","rfcont10","X",-0.0766412636861109
"22","norm_mix1","rfcont10","X2",0.0299077379446525
"23","norm_mix1","micePMM","X",0.997023208014646
"24","norm_mix1","micePMM","X2",-0.56888714142406
"25","norm_mix1","missForest","X",0.0275470886730669
"26","norm_mix1","missForest","X2",-0.00376715148369948
"27","norm_mix1","rfcont10","X",-0.0141471837869216
"28","norm_mix1","rfcont10","X2",0.00969049417908297
"29","norm_mix1","micePMM","X",0.512827868292318
"30","norm_mix1","micePMM","X2",-0.455426233590877
"31","norm_mix1","missForest","X",-0.0113027730725501
"32","norm_mix1","missForest","X2",0.0069647720116759
"33","norm_mix1","rfcont10","X",-0.0578754453811655
"34","norm_mix1","rfcont10","X2",0.0189213697435324
"35","norm_mix1","micePMM","X",0.998351501198021
"36","norm_mix1","micePMM","X2",-0.509956686453093
"37","norm_mix1","missForest","X",-0.130135285860543
"38","norm_mix1","missForest","X2",0.0485384951798856
"39","norm_mix1","rfcont10","X",-0.572591117470601
"40","norm_mix1","rfcont10","X2",0.202404525379408
"41","norm_mix1","micePMM","X",0.449006953050836
"42","norm_mix1","micePMM","X2",-0.262082299581687
"43","norm_mix1","missForest","X",0.0369989492211375
"44","norm_mix1","missForest","X2",-0.00554060894030691
"45","norm_mix1","rfcont10","X",-0.0399529949999338
"46","norm_mix1","rfcont10","X2",0.0166804139189082
"47","norm_mix1","micePMM","X",1.74100145635144
"48","norm_mix1","micePMM","X2",-0.727361194376575
"49","norm_mix1","missForest","X",0.0227748583148022
"50","norm_mix1","missForest","X2",-0.00332772007844428
"51","norm_mix1","rfcont10","X",-0.0894691412867576
"52","norm_mix1","rfcont10","X2",0.0362827872607661
"53","norm_mix1","micePMM","X",1.10817222741405
"54","norm_mix1","micePMM","X2",-0.597932729085061
"55","norm_mix1","missForest","X",-0.0298124182302749
"56","norm_mix1","missForest","X2",0.0134942250682549
"57","norm_mix1","rfcont10","X",-0.0768544917475973
"58","norm_mix1","rfcont10","X2",0.0301904972709702
"59","norm_mix1","micePMM","X",1.07229580497104
"60","norm_mix1","micePMM","X2",-0.589750399697388
"61","norm_mix1","missForest","X",0.0165763579034937
"62","norm_mix1","missForest","X2",-0.0024400515170479
"63","norm_mix1","rfcont10","X",-0.208435648355706
"64","norm_mix1","rfcont10","X2",0.0706327214312595
"65","norm_mix1","micePMM","X",0.954684058371821
"66","norm_mix1","micePMM","X2",-0.517085674756044
"67","norm_mix1","missForest","X",-0.037979171828536
"68","norm_mix1","missForest","X2",0.0149458062850633
"69","norm_mix1","rfcont10","X",-0.145239774682101
"70","norm_mix1","rfcont10","X2",0.049359284332897
"71","norm_mix1","micePMM","X",0.674532779798723
"72","norm_mix1","micePMM","X2",-0.477677504949855
"73","norm_mix1","missForest","X",-0.0199342433542575
"74","norm_mix1","missForest","X2",0.0114509766401851
"75","norm_mix1","rfcont10","X",-0.104817802314257
"76","norm_mix1","rfcont10","X2",0.0393495898813444
"77","norm_mix1","micePMM","X",0.988255560664683
"78","norm_mix1","micePMM","X2",-0.566326210785122
"79","norm_mix1","missForest","X",0.0228149302412885
"80","norm_mix1","missForest","X2",-0.00383868120744884
"81","norm_mix1","rfcont10","X",-0.126634193449977
"82","norm_mix1","rfcont10","X2",0.043299554574002
"83","norm_mix1","micePMM","X",1.13921065430584
"84","norm_mix1","micePMM","X2",-0.498667418136339
